District ID,District Name,School ID,School Name,,School Year,Total,4 Year Olds Program,,Early Kindergarten,Kindergarten,TotalK,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
1197,RSU 03/MSAD 03,1477,Mt View Middle School,,2011-12,350,-,,-,-,-,-,-,-,-,-,130,118,102,-,-,-,-
1197,RSU 03/MSAD 03,1473,Troy Central School,,2011-12,81,-,,-,17,17,13,12,15,11,13,-,-,-,-,-,-,-
1197,RSU 03/MSAD 03,1474,Unity Elementary School,,2011-12,31,31,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1197,RSU 03/MSAD 03,1471,Walker Memorial School,,2011-12,99,7,,-,17,17,20,16,6,12,21,-,-,-,-,-,-,-
3157,RSU 04,2621,Carrie Ricker School,,2011-12,295,-,,-,-,-,-,-,90,101,104,-,-,-,-,-,-,-
3157,RSU 04,1294,Libby-Tozier School,,2011-12,192,26,,1,55,56,53,57,-,-,-,-,-,-,-,-,-,-
3157,RSU 04,1846,Oak Hill High School,,2011-12,451,-,,-,-,-,-,-,-,-,-,-,-,-,102,106,129,114
3157,RSU 04,2620,Oak Hill Middle School,,2011-12,354,-,,-,-,-,-,-,-,-,-,109,131,114,-,-,-,-
3157,RSU 04,1424,Sabattus Primary School,,2011-12,182,29,,-,49,49,57,47,-,-,-,-,-,-,-,-,-,-
3158,RSU 05,1225,Durham Community School,,2011-12,425,-,,-,43,43,49,64,47,45,42,40,48,47,-,-,-,-
3158,RSU 05,1244,Freeport High School,,2011-12,519,-,,-,-,-,-,-,-,-,-,-,-,-,128,136,129,126
3158,RSU 05,1245,Freeport Middle School,,2011-12,276,-,,-,-,-,-,-,-,-,-,90,91,95,-,-,-,-
3158,RSU 05,1246,Mast Landing School,,2011-12,266,-,,-,-,-,-,-,90,81,95,-,-,-,-,-,-,-
3158,RSU 05,1243,Morse Street School,,2011-12,283,14,,2,95,97,83,89,-,-,-,-,-,-,-,-,-,-
3158,RSU 05,1758,Pownal Elementary School,,2011-12,105,13,,1,17,18,14,12,16,14,18,-,-,-,-,-,-,-
1200,RSU 06/MSAD 06,1500,Bonny Eagle High School,,2011-12,"1,186",-,,-,-,-,-,-,-,-,-,-,-,-,303,274,295,314
1200,RSU 06/MSAD 06,1495,Bonny Eagle Middle School,,2011-12,931,-,,-,-,-,-,-,-,-,-,307,320,304,-,-,-,-
1200,RSU 06/MSAD 06,2610,Buxton Center Elementary School,,2011-12,632,-,,-,99,99,115,108,108,98,104,-,-,-,-,-,-,-
1200,RSU 06/MSAD 06,1502,Edna Libby Elementary School,,2011-12,272,-,,-,65,65,69,76,62,-,-,-,-,-,-,-,-,-
1200,RSU 06/MSAD 06,1499,George E Jack School,,2011-12,215,-,,-,-,-,-,-,-,106,109,-,-,-,-,-,-,-
1200,RSU 06/MSAD 06,1498,H B Emery Jr Memorial School,,2011-12,197,16,,-,33,33,31,30,38,18,31,-,-,-,-,-,-,-
1200,RSU 06/MSAD 06,1496,Hollis School,,2011-12,354,-,,-,65,65,50,62,60,59,58,-,-,-,-,-,-,-
1200,RSU 06/MSAD 06,1501,Steep Falls Elementary School,,2011-12,116,-,,-,31,31,29,30,26,-,-,-,-,-,-,-,-,-
1201,RSU 07/MSAD 07,1503,North Haven Community School,,2011-12,62,4,,-,8,8,5,6,2,4,3,4,2,11,5,4,2,2
1202,RSU 08/MSAD 08,1860,Vinalhaven School,,2011-12,179,0,,-,13,13,13,13,9,11,10,17,17,15,18,17,11,15
1203,RSU 09/MSAD 09,1513,Academy Hill School,,2011-12,202,-,,-,-,-,-,-,39,57,53,53,-,-,-,-,-,-
1203,RSU 09/MSAD 09,1510,Cape Cod Hill Elem School,,2011-12,207,18,,-,20,20,32,29,30,29,30,19,-,-,-,-,-,-
1203,RSU 09/MSAD 09,1508,Cascade Brook School,,2011-12,247,-,,-,-,-,-,-,-,93,74,80,-,-,-,-,-,-
1203,RSU 09/MSAD 09,1512,Gerald D Cushing School,,2011-12,165,31,,1,51,52,40,42,-,-,-,-,-,-,-,-,-,-
1203,RSU 09/MSAD 09,1507,Mt Blue High School,,2011-12,741,-,,-,-,-,-,-,-,-,-,-,-,-,190,185,196,170
1203,RSU 09/MSAD 09,1506,Mt Blue Middle School,,2011-12,360,-,,-,-,-,-,-,-,-,-,-,179,181,-,-,-,-
1203,RSU 09/MSAD 09,1505,W G Mallett School,,2011-12,402,45,,3,86,89,106,83,79,-,-,-,-,-,-,-,-,-
3159,RSU 10,1622,Buckfield Jr-Sr High School,,2011-12,282,-,,-,-,-,-,-,-,-,-,-,39,50,40,58,46,49
3159,RSU 10,1950,Dirigo Elementary School,,2011-12,379,25,,7,58,65,58,60,57,59,55,-,-,-,-,-,-,-
3159,RSU 10,1555,Dirigo High School,,2011-12,341,-,,-,-,-,-,-,-,-,-,-,-,-,81,96,83,81
3159,RSU 10,1623,Hartford-Sumner Elementary School,,2011-12,308,32,,6,41,47,39,41,40,35,32,42,-,-,-,-,-,-
3159,RSU 10,1639,Meroby Elementary School,,2011-12,298,30,,17,34,51,33,43,42,44,55,-,-,-,-,-,-,-
3159,RSU 10,1641,Mountain Valley High School,,2011-12,409,-,,-,-,-,-,-,-,-,-,-,-,-,92,96,112,109
3159,RSU 10,1638,Mountain Valley Middle School,,2011-12,304,-,,-,-,-,-,-,-,-,-,84,118,102,-,-,-,-
3159,RSU 10,1642,Rumford Elementary,,2011-12,284,-,,31,33,64,44,48,49,34,45,-,-,-,-,-,-,-
3159,RSU 10,1556,T W Kelly Dirigo Middle School,,2011-12,220,-,,-,-,-,-,-,-,-,-,67,78,75,-,-,-,-
1205,RSU 11/MSAD 11,1515,Gardiner Area High School,,2011-12,644,-,,-,-,-,-,-,-,-,-,-,-,-,166,142,156,180
1205,RSU 11/MSAD 11,1516,Gardiner Regional Middle School,,2011-12,480,-,,-,-,-,-,-,-,-,-,174,141,165,-,-,-,-
1205,RSU 11/MSAD 11,1521,Helen Thompson School,,2011-12,287,29,,-,39,39,52,44,50,38,35,-,-,-,-,-,-,-
1205,RSU 11/MSAD 11,1517,Laura E Richards School,,2011-12,248,55,,2,63,65,71,57,-,-,-,-,-,-,-,-,-,-
1205,RSU 11/MSAD 11,1519,Pittston Consolidated School,,2011-12,182,-,,-,27,27,41,28,29,27,30,-,-,-,-,-,-,-
1205,RSU 11/MSAD 11,1518,River View Community School,,2011-12,186,-,,-,-,-,-,-,58,65,63,-,-,-,-,-,-,-
1205,RSU 11/MSAD 11,1520,Teresa C Hamlin Elem School,,2011-12,120,27,,-,21,21,15,11,12,16,18,-,-,-,-,-,-,-
3160,RSU 12,1217,Chelsea Elementary School,,2011-12,246,14,,-,28,28,21,27,28,20,24,26,21,37,-,-,-,-
3160,RSU 12,1334,Palermo Consolidated School,,2011-12,127,-,,-,15,15,15,17,9,14,16,19,9,13,-,-,-,-
3160,RSU 12,1395,Somerville Elementary School,,2011-12,17,-,,-,2,2,2,-,7,1,5,-,-,-,-,-,-,-
3160,RSU 12,1434,Whitefield Elementary School,,2011-12,185,-,,-,20,20,29,21,19,16,18,21,18,23,-,-,-,-
3160,RSU 12,1440,Windsor Elementary School,,2011-12,278,-,,-,32,32,17,32,29,30,32,27,39,40,-,-,-,-
3160,RSU 12,1449,Wiscasset High School,,2011-12,212,-,,-,-,-,-,-,-,-,-,-,-,-,70,50,48,44
3160,RSU 12,1448,Wiscasset Middle School,,2011-12,176,-,,-,-,-,-,-,-,-,33,53,47,43,-,-,-,-
3160,RSU 12,1450,Wiscasset Primary School,,2011-12,221,-,,-,41,41,36,45,50,49,-,-,-,-,-,-,-,-
3161,RSU 13,1679,Cushing Community School,,2011-12,70,-,,-,17,17,11,13,15,14,-,-,-,-,-,-,-,-
3161,RSU 13,1490,Gilford Butler School,,2011-12,82,-,,-,26,26,18,38,-,-,-,-,-,-,-,-,-,-
3161,RSU 13,1681,Lura Libby School,,2011-12,163,-,,-,35,35,35,35,34,24,-,-,-,-,-,-,-,-
3161,RSU 13,2630,Oceanside High School East,,2011-12,498,-,,-,-,-,-,-,-,-,-,-,-,-,-,170,172,156
3161,RSU 13,2629,Oceanside High School West,,2011-12,340,-,,-,-,-,-,-,-,-,-,-,-,141,199,-,-,-
3161,RSU 13,1485,Owls Head Central School,,2011-12,71,-,,-,-,-,-,-,30,21,20,-,-,-,-,-,-,-
3161,RSU 13,1489,Rockland District Middle School,,2011-12,210,-,,-,-,-,-,-,-,-,50,71,89,-,-,-,-,-
3161,RSU 13,1487,South School,,2011-12,283,-,,-,60,60,54,69,62,38,-,-,-,-,-,-,-,-
3161,RSU 13,1680,St George School,,2011-12,190,-,,-,27,27,19,20,18,23,21,28,18,16,-,-,-,-
3161,RSU 13,1683,Thomaston Grammar School,,2011-12,135,-,,-,-,-,-,-,-,-,46,41,48,-,-,-,-,-
3162,RSU 14,1365,Jordan-Small Middle School,,2011-12,208,-,,-,-,-,-,-,-,-,57,44,53,54,-,-,-,-
3162,RSU 14,1436,Manchester School,,2011-12,380,-,,-,-,-,-,-,-,187,193,-,-,-,-,-,-,-
3162,RSU 14,1366,Raymond Elementary School,,2011-12,225,-,,-,36,36,44,45,52,48,-,-,-,-,-,-,-,-
3162,RSU 14,1435,Windham High School,,2011-12,"1,045",-,,-,-,-,-,-,-,-,-,-,-,-,272,262,253,258
3162,RSU 14,1437,Windham Middle School,,2011-12,652,-,,-,-,-,-,-,-,-,-,222,188,242,-,-,-,-
3162,RSU 14,1438,Windham Primary School,,2011-12,816,-,,-,206,206,200,198,212,-,-,-,-,-,-,-,-,-
1209,RSU 15/MSAD 15,1532,Burchard A Dunn School,,2011-12,331,-,,-,-,-,-,-,167,164,-,-,-,-,-,-,-,-
1209,RSU 15/MSAD 15,1529,Gray-New Gloucester High School,,2011-12,552,-,,-,-,-,-,-,-,-,-,-,-,-,132,122,156,142
1209,RSU 15/MSAD 15,1530,Gray-New Gloucester Middle School,,2011-12,634,-,,-,-,-,-,-,-,-,166,167,143,158,-,-,-,-
1209,RSU 15/MSAD 15,1531,Memorial School,,2011-12,247,25,,-,78,78,75,69,-,-,-,-,-,-,-,-,-,-
1209,RSU 15/MSAD 15,1528,Russell School,,2011-12,300,26,,1,103,104,74,96,-,-,-,-,-,-,-,-,-,-
3163,RSU 16,1342,Bruce M Whittier Middle School,,2011-12,253,-,,-,-,-,-,-,-,-,-,-,126,127,-,-,-,-
3163,RSU 16,1303,Elm Street School-Mechanic Falls,,2011-12,287,26,,-,41,41,37,37,42,37,29,38,-,-,-,-,-,-
3163,RSU 16,1309,Minot Consolidated School,,2011-12,218,23,,2,36,38,36,26,26,28,22,19,-,-,-,-,-,-
3163,RSU 16,1340,Poland Community School,,2011-12,465,30,,-,61,61,65,54,58,63,65,69,-,-,-,-,-,-
3163,RSU 16,1341,Poland Regional H S,,2011-12,509,-,,-,-,-,-,-,-,-,-,-,-,-,143,130,130,106
1211,RSU 17/MSAD 17,1549,Agnes Gray School,,2011-12,96,-,,-,17,17,31,13,19,16,-,-,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1540,Guy E Rowe School,,2011-12,435,33,,1,61,62,80,57,46,49,66,42,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1537,Harrison Elementary,,2011-12,219,-,,-,30,30,26,27,32,22,36,46,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1539,Hebron Station School,,2011-12,134,4,,-,20,20,22,21,18,16,19,14,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1541,Otisfield Community School,,2011-12,81,-,,-,17,17,13,14,21,16,-,-,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1542,Oxford Elementary School,,2011-12,403,18,,-,52,52,44,55,53,46,56,79,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1546,Oxford Hills Comprehensive H S,,2011-12,"1,058",-,,-,-,-,-,-,-,-,-,-,-,-,263,274,250,271
1211,RSU 17/MSAD 17,1545,Oxford Hills Middle School,,2011-12,533,-,,-,-,-,-,-,-,-,-,-,251,282,-,-,-,-
1211,RSU 17/MSAD 17,1936,Paris Elementary School,,2011-12,465,33,,2,56,58,61,50,58,52,77,76,-,-,-,-,-,-
1211,RSU 17/MSAD 17,1547,Waterford Memorial School,,2011-12,76,18,,2,18,20,7,13,6,12,-,-,-,-,-,-,-,-
3164,RSU 18,1656,Belgrade Central School,,2011-12,313,29,,-,53,53,45,52,42,47,45,-,-,-,-,-,-,-
3164,RSU 18,1218,China Middle School,,2011-12,226,-,,-,-,-,-,-,-,-,54,63,49,60,-,-,-,-
3164,RSU 18,1219,China Primary School,,2011-12,270,27,,-,46,46,56,41,49,51,-,-,-,-,-,-,-,-
3164,RSU 18,1661,James H Bean School,,2011-12,344,28,,-,41,41,51,51,59,60,54,-,-,-,-,-,-,-
3164,RSU 18,1660,Messalonskee High School,,2011-12,783,-,,-,-,-,-,-,-,-,-,-,-,-,195,195,183,210
3164,RSU 18,1862,Messalonskee Middle School,,2011-12,552,-,,-,-,-,-,-,-,-,-,167,174,211,-,-,-,-
3164,RSU 18,1657,Ralph M Atwood Primary School,,2011-12,246,28,,1,83,84,66,68,-,-,-,-,-,-,-,-,-,-
3164,RSU 18,1659,Williams Elementary School,,2011-12,213,-,,-,-,-,-,-,57,72,84,-,-,-,-,-,-,-
3165,RSU 19,1662,Corinna Elementary School,,2011-12,156,29,,1,20,21,27,26,27,26,-,-,-,-,-,-,-,-
3165,RSU 19,1621,Etna-Dixmont School,,2011-12,242,13,,3,25,28,29,26,26,18,27,24,26,25,-,-,-,-
3165,RSU 19,1664,Hartland Consolidated School,,2011-12,152,15,,1,29,30,37,26,19,25,-,-,-,-,-,-,-,-
3165,RSU 19,1667,Newport Elementary School,,2011-12,315,37,,5,51,56,54,58,50,60,-,-,-,-,-,-,-,-
3165,RSU 19,1669,Nokomis Regional High School,,2011-12,721,-,,-,-,-,-,-,-,-,-,-,-,-,189,182,176,174
3165,RSU 19,1670,Sebasticook Valley Middle School,,2011-12,333,-,,-,-,-,-,-,-,-,83,87,86,77,-,-,-,-
3165,RSU 19,1666,Somerset Valley Middle School,,2011-12,256,-,,-,-,-,-,-,-,-,53,66,70,67,-,-,-,-
3165,RSU 19,1672,St Albans Consolidated,,2011-12,119,19,,-,15,15,20,19,25,21,-,-,-,-,-,-,-,-
3166,RSU 20,1605,Ames Elementary School,,2011-12,111,15,,1,-,1,-,-,32,34,29,-,-,-,-,-,-,-
3166,RSU 20,1601,Belfast Area High School,,2011-12,591,-,,-,-,-,-,-,-,-,-,-,-,-,127,142,144,178
3166,RSU 20,1880,Captain Albert W. Stevens School,,2011-12,297,16,,-,46,46,44,46,49,51,45,-,-,-,-,-,-,-
3166,RSU 20,1597,East Belfast School,,2011-12,135,24,,-,20,20,19,18,18,17,19,-,-,-,-,-,-,-
3166,RSU 20,1604,Edna Drinkwater School,,2011-12,101,-,,-,17,17,18,10,21,16,19,-,-,-,-,-,-,-
3166,RSU 20,1718,Frankfort Elementary School,,2011-12,79,-,,-,14,14,14,10,15,12,14,-,-,-,-,-,-,-
3166,RSU 20,1603,Gladys Weymouth Elem School,,2011-12,111,-,,-,37,37,44,30,-,-,-,-,-,-,-,-,-,-
3166,RSU 20,1606,Kermit S Nickerson School,,2011-12,81,-,,-,15,15,12,11,18,12,13,-,-,-,-,-,-,-
3166,RSU 20,1720,Searsport District High School,,2011-12,181,-,,-,-,-,-,-,-,-,-,-,-,-,55,44,39,43
3166,RSU 20,1719,Searsport District Middle School,,2011-12,166,-,,-,-,-,-,-,-,-,-,66,47,53,-,-,-,-
3166,RSU 20,1721,Searsport Elementary,,2011-12,203,35,,-,29,29,32,22,30,25,30,-,-,-,-,-,-,-
3166,RSU 20,1722,Stockton Springs Elementary Sch,,2011-12,63,-,,-,11,11,13,12,-,12,15,-,-,-,-,-,-,-
3166,RSU 20,1602,Troy A Howard Middle School,,2011-12,399,-,,-,-,-,-,-,-,-,-,126,121,152,-,-,-,-
3167,RSU 21,1883,Kennebunk Elementary School,,2011-12,465,-,,-,96,96,118,119,132,-,-,-,-,-,-,-,-,-
3167,RSU 21,1783,Kennebunk High School,,2011-12,713,-,,-,-,-,-,-,-,-,-,-,-,-,178,171,181,183
3167,RSU 21,1786,Kennebunkport Consolidated Sch,,2011-12,201,-,,-,33,33,25,35,40,41,27,-,-,-,-,-,-,-
3167,RSU 21,1785,Middle School of the Kennebunks,,2011-12,502,-,,-,-,-,-,-,-,-,-,175,155,172,-,-,-,-
3167,RSU 21,1133,Mildred L Day School,,2011-12,243,-,,-,38,38,45,40,38,45,37,-,-,-,-,-,-,-
3167,RSU 21,1784,Sea Road School,,2011-12,234,-,,-,-,-,-,-,-,107,127,-,-,-,-,-,-,-
1216,RSU 22/MSAD 22,1559,Earl C McGraw School,,2011-12,322,-,,-,107,107,116,99,-,-,-,-,-,-,-,-,-,-
1216,RSU 22/MSAD 22,1557,George B Weatherbee School,,2011-12,330,-,,-,-,-,-,-,110,112,108,-,-,-,-,-,-,-
1216,RSU 22/MSAD 22,1558,Hampden Academy,,2011-12,743,-,,-,-,-,-,-,-,-,-,-,-,-,173,180,194,196
1216,RSU 22/MSAD 22,1562,Leroy H Smith School,,2011-12,319,16,,-,46,46,53,55,46,60,43,-,-,-,-,-,-,-
1216,RSU 22/MSAD 22,1561,Newburgh Elementary School,,2011-12,27,27,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1216,RSU 22/MSAD 22,1560,Reeds Brook Middle School,,2011-12,332,-,,-,-,-,-,-,-,-,-,109,93,130,-,-,-,-
1216,RSU 22/MSAD 22,1563,Samuel L Wagner Middle School,,2011-12,125,-,,-,-,-,-,-,-,-,-,47,39,39,-,-,-,-
3168,RSU 23,1375,C K Burns School,,2011-12,616,-,,-,-,-,-,-,200,218,198,-,-,-,-,-,-,-
3168,RSU 23,1222,Dayton Consolidated School,,2011-12,138,-,,-,30,30,20,23,22,27,16,-,-,-,-,-,-,-
3168,RSU 23,1374,Governor John Fairfield School,,2011-12,299,-,,-,99,99,93,107,-,-,-,-,-,-,-,-,-,-
3168,RSU 23,1318,Jameson Elementary School,,2011-12,231,-,,-,63,63,49,48,71,-,-,-,-,-,-,-,-,-
3168,RSU 23,1319,Loranger Middle School,,2011-12,303,-,,-,-,-,-,-,-,49,57,79,57,61,-,-,-,-
3168,RSU 23,1320,Old Orchard Beach High School,,2011-12,274,-,,-,-,-,-,-,-,-,-,-,-,-,68,60,71,75
3168,RSU 23,1376,Saco Middle School,,2011-12,774,-,,-,-,-,-,-,-,-,-,254,256,264,-,-,-,-
3168,RSU 23,1863,Saco Transition Program,,2011-12,17,-,,-,-,-,-,-,-,-,-,-,-,-,2,4,3,8
3168,RSU 23,1373,Young School,,2011-12,287,-,,-,83,83,97,107,-,-,-,-,-,-,-,-,-,-
3169,RSU 24,1572,Cave Hill School,,2011-12,92,6,,-,11,11,12,12,8,7,11,7,7,11,-,-,-,-
3169,RSU 24,1409,Ella Lewis School,,2011-12,99,-,,-,17,17,12,12,11,12,8,10,7,10,-,-,-,-
3169,RSU 24,2601,Ellsworth Elementary-Middle School,,2011-12,821,18,,-,112,112,103,96,83,89,82,84,72,82,-,-,-,-
3169,RSU 24,1236,Ellsworth High School,,2011-12,556,-,,-,-,-,-,-,-,-,-,-,-,-,131,126,144,155
3169,RSU 24,1260,Hancock Grammar School,,2011-12,220,-,,-,33,33,19,18,21,18,32,25,28,26,-,-,-,-
3169,RSU 24,1278,Lamoine Consolidated School,,2011-12,114,-,,-,13,13,13,12,11,16,10,10,10,19,-,-,-,-
3169,RSU 24,1839,Mountain View School,,2011-12,254,14,,-,23,23,37,20,25,23,21,26,37,28,-,-,-,-
3169,RSU 24,1873,Peninsula School,,2011-12,211,19,,-,18,18,29,15,24,18,20,28,21,19,-,-,-,-
3169,RSU 24,1833,Sumner Memorial High School,,2011-12,236,-,,-,-,-,-,-,-,-,-,-,-,-,62,64,50,60
3170,RSU 25,1199,Bucksport High School,,2011-12,359,-,,-,-,-,-,-,-,-,-,-,-,-,89,78,81,111
3170,RSU 25,1857,Bucksport Middle School,,2011-12,307,-,,-,-,-,-,-,-,-,84,72,90,61,-,-,-,-
3170,RSU 25,1197,G Herbert Jewett School,,2011-12,176,38,,-,93,93,45,-,-,-,-,-,-,-,-,-,-,-
3170,RSU 25,1200,Miles Lane School,,2011-12,293,-,,-,-,-,17,104,106,66,-,-,-,-,-,-,-,-
3171,RSU 26,1328,Asa C Adams School,,2011-12,266,18,,1,47,48,38,36,33,44,49,-,-,-,-,-,-,-
3171,RSU 26,1248,Glenburn Elementary School,,2011-12,431,20,,1,43,44,52,38,41,55,42,51,49,39,-,-,-,-
3171,RSU 26,1329,Orono High School,,2011-12,360,-,,-,-,-,-,-,-,-,-,-,-,-,91,89,77,103
3171,RSU 26,1330,Orono Middle School,,2011-12,145,-,,-,-,-,-,-,-,-,-,56,46,43,-,-,-,-
3171,RSU 26,1416,Veazie Community School,,2011-12,180,11,,1,23,24,19,22,13,22,22,15,15,17,-,-,-,-
1222,RSU 28/MSAD 28,1580,Camden-Rockport Elementary School,,2011-12,343,-,,-,57,57,75,65,71,75,-,-,-,-,-,-,-,-
1222,RSU 28/MSAD 28,1579,Camden-Rockport Middle School,,2011-12,369,-,,-,-,-,-,-,-,-,100,85,83,101,-,-,-,-
1223,RSU 29/MSAD 29,1581,Houlton Elementary School,,2011-12,401,69,,6,92,98,82,82,70,-,-,-,-,-,-,-,-,-
1223,RSU 29/MSAD 29,1582,Houlton High School,,2011-12,356,-,,-,-,-,-,-,-,-,-,-,-,-,98,89,104,65
1223,RSU 29/MSAD 29,1584,Houlton Junior High School,,2011-12,195,-,,-,-,-,-,-,-,-,-,-,104,91,-,-,-,-
1223,RSU 29/MSAD 29,1583,Houlton Southside School,,2011-12,282,-,,-,-,-,-,-,-,95,85,102,-,-,-,-,-,-
1223,RSU 29/MSAD 29,1585,Wellington School,,2011-12,62,14,,1,8,9,13,10,16,-,-,-,-,-,-,-,-,-
1224,RSU 30/MSAD 30,2623,Edith A Lombard School,,2011-12,15,15,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1224,RSU 30/MSAD 30,1588,Lee/Winn School,,2011-12,92,-,,-,16,16,18,18,20,20,-,-,-,-,-,-,-,-
1224,RSU 30/MSAD 30,1586,Mt Jefferson Jr High School,,2011-12,86,-,,-,-,-,-,-,-,-,19,25,22,20,-,-,-,-
1225,RSU 31/MSAD 31,1589,Enfield Station Elementary School,,2011-12,272,27,,1,44,45,38,38,46,45,33,-,-,-,-,-,-,-
1225,RSU 31/MSAD 31,1591,Hichborn Middle School,,2011-12,128,-,,-,-,-,-,-,-,-,-,43,40,45,-,-,-,-
1225,RSU 31/MSAD 31,1590,Penobscot Valley High School,,2011-12,171,-,,-,-,-,-,-,-,-,-,-,-,-,46,43,28,54
1226,RSU 32/MSAD 32,2619,Ashland District School,,2011-12,323,15,,2,20,22,23,24,25,26,16,31,14,28,29,22,26,22
1227,RSU 33/MSAD 33,1594,Dr Levesque Elementary School,,2011-12,127,11,,3,13,16,16,18,11,18,18,19,-,-,-,-,-,-
1227,RSU 33/MSAD 33,1596,Wisdom Middle High School,,2011-12,147,-,,-,-,-,-,-,-,-,-,-,27,30,25,23,18,24
3172,RSU 34,1131,Alton Elementary School,,2011-12,46,-,,-,11,11,11,10,8,6,-,-,-,-,-,-,-,-
3172,RSU 34,1325,Leonard Middle School,,2011-12,310,-,,-,-,-,-,-,-,-,-,99,111,100,-,-,-,-
3172,RSU 34,1859,Old Town Elementary School,,2011-12,545,26,,-,85,85,76,87,88,82,101,-,-,-,-,-,-,-
3172,RSU 34,1326,Old Town High School,,2011-12,491,-,,-,-,-,-,-,-,-,-,-,-,-,119,104,132,136
3172,RSU 34,1180,Viola Rand School,,2011-12,63,-,,-,15,15,11,12,9,16,-,-,-,-,-,-,-,-
1229,RSU 35/MSAD 35,1609,Central School,,2011-12,448,65,,5,88,93,96,87,107,-,-,-,-,-,-,-,-,-
1229,RSU 35/MSAD 35,1607,Eliot Elementary School,,2011-12,284,37,,3,50,53,65,65,64,-,-,-,-,-,-,-,-,-
1229,RSU 35/MSAD 35,1610,Marshwood Great Works School,,2011-12,343,-,,-,-,-,-,-,-,162,181,-,-,-,-,-,-,-
1229,RSU 35/MSAD 35,1611,Marshwood High School,,2011-12,735,-,,-,-,-,-,-,-,-,-,-,-,-,197,168,183,187
1229,RSU 35/MSAD 35,1608,Marshwood Middle School,,2011-12,550,-,,-,-,-,-,-,-,-,-,174,189,187,-,-,-,-
1231,RSU 37/MSAD 37,1616,Cherryfield Elementary,,2011-12,103,-,,-,19,19,12,12,7,12,5,11,11,14,-,-,-,-
1231,RSU 37/MSAD 37,1615,Daniel W Merritt School,,2011-12,147,-,,-,13,13,15,13,24,21,17,18,16,10,-,-,-,-
1231,RSU 37/MSAD 37,1619,Harrington Elementary School,,2011-12,150,-,,-,18,18,19,12,13,14,26,18,15,15,-,-,-,-
1231,RSU 37/MSAD 37,1620,Milbridge Elementary School,,2011-12,103,-,,-,12,12,13,15,11,5,15,5,12,15,-,-,-,-
1231,RSU 37/MSAD 37,1618,Narraguagus High School,,2011-12,216,-,,-,-,-,-,-,-,-,-,-,-,-,55,55,49,57
3173,RSU 38,1302,Manchester Elementary School,,2011-12,175,10,,-,31,31,22,34,25,19,34,-,-,-,-,-,-,-
3173,RSU 38,1837,Maranacook Community High Sch,,2011-12,411,-,,-,-,-,-,-,-,-,-,-,-,-,103,107,93,108
3173,RSU 38,1838,Maranacook Community Middle Sch,,2011-12,287,-,,-,-,-,-,-,-,-,-,86,88,113,-,-,-,-
3173,RSU 38,1315,Mt Vernon Elementary School,,2011-12,120,16,,1,20,21,20,16,16,16,15,-,-,-,-,-,-,-
3173,RSU 38,1367,Readfield Elementary School,,2011-12,174,16,,1,19,20,26,28,32,22,30,-,-,-,-,-,-,-
3173,RSU 38,1423,Wayne Elementary School,,2011-12,65,-,,-,16,16,8,6,6,15,14,-,-,-,-,-,-,-
3174,RSU 39,1212,Caribou High School,,2011-12,518,-,,-,-,-,-,-,-,-,-,-,-,-,148,123,138,109
3174,RSU 39,1211,Caribou Middle School,,2011-12,312,-,,-,-,-,-,-,-,-,-,99,89,124,-,-,-,-
3174,RSU 39,1209,Hilltop Elementary School,,2011-12,302,66,,10,66,76,87,73,-,-,-,-,-,-,-,-,-,-
3174,RSU 39,1288,Limestone Community School,,2011-12,271,16,,1,18,19,18,12,17,11,21,13,20,23,27,26,21,27
3174,RSU 39,1208,Teague Park School,,2011-12,274,-,,-,-,-,-,-,91,89,94,-,-,-,-,-,-,-
1234,RSU 40/MSAD 40,1624,Friendship Village School,,2011-12,104,-,,-,14,14,17,12,15,20,14,12,-,-,-,-,-,-
1234,RSU 40/MSAD 40,1948,Medomak Middle School,,2011-12,313,-,,-,-,-,-,-,-,-,-,-,156,157,-,-,-,-
1234,RSU 40/MSAD 40,1628,Medomak Valley High School,,2011-12,560,-,,-,-,-,-,-,-,-,-,-,-,-,171,131,125,133
1234,RSU 40/MSAD 40,1626,Miller School,,2011-12,322,-,,-,52,52,45,43,45,50,35,52,-,-,-,-,-,-
1234,RSU 40/MSAD 40,1630,Prescott Memorial School,,2011-12,105,-,,-,13,13,20,13,12,15,18,14,-,-,-,-,-,-
1234,RSU 40/MSAD 40,1625,Union Elementary,,2011-12,124,-,,-,20,20,17,12,24,17,10,24,-,-,-,-,-,-
1234,RSU 40/MSAD 40,1629,Warren Community School,,2011-12,350,-,,-,54,54,53,45,54,43,59,42,-,-,-,-,-,-
1235,RSU 41/MSAD 41,1631,Brownville Elementary School,,2011-12,114,-,,-,17,17,22,14,15,14,19,13,-,-,-,-,-,-
