District ID,District Name,School ID,School Name,F5,School Year,Total,4 Year Olds Program,F9,Early Kindergarten,Kindergarten,Total K,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,Table Name,School year (fall),School Name (group)
1117,Nobleboro Public Schools,1317,Nobleboro Central School,null,2006-07,153,-,null,-,18,18,16,13,9,21,16,11,20,29,null,null,null,null,2006-2007.csv,9/1/06,Nobleboro Central School
1197,RSU 03/MSAD 03,1473,Troy Central School,null,2006-07,112,-,null,-,18,18,20,24,9,19,12,10,null,null,null,null,null,null,2006-2007.csv,9/1/06,Troy Central School
1211,RSU 17/MSAD 17,1539,Hebron Station School,null,2006-07,121,-,null,-,18,18,14,15,20,18,24,12,null,null,null,null,null,null,2006-2007.csv,9/1/06,Hebron Station School
1244,MSAD 50,1679,Cushing Community School,null,2006-07,74,-,null,-,18,18,12,16,12,16,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Cushing Community School
3105,Peninsula CSD,1873,Peninsula School,null,2006-07,175,-,null,-,18,18,32,18,18,13,18,18,16,24,null,null,null,null,2006-2007.csv,9/1/06,Peninsula School
1245,RSU 51/MSAD 51,1688,Mabel I Wilson School,null,2006-07,483,-,null,-,185,185,149,149,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Mabel I Wilson School
1019,Bradley School Department,1180,Viola Rand School,null,2006-07,104,-,null,-,19,19,15,18,16,20,16,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Viola Rand School
1112,Mount Desert Public Schools,1314,Mt Desert Elementary School,null,2006-07,154,-,null,-,19,19,12,16,12,14,14,31,17,19,null,null,null,null,2006-2007.csv,9/1/06,Mt Desert Elementary School
1197,RSU 03/MSAD 03,1476,Mt View Elementary School,null,2006-07,205,-,null,-,19,19,33,33,28,27,34,31,null,null,null,null,null,null,2006-2007.csv,9/1/06,Mt View Elementary School
1181,Windham School Department,1438,Windham Primary School,null,2006-07,801,-,null,-,196,196,206,174,225,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Windham Primary School
1003,Alton School Department,1131,Alton Elementary School,null,2006-07,49,-,null,-,2,2,15,14,6,9,3,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Alton Elementary School
1016,Biddeford Public Schools,1177,Biddeford Primary School,null,2006-07,624,-,null,-,2,2,224,189,209,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Biddeford Primary School
1094,Frenchboro Public Schools,1296,Frenchboro Elementary School,null,2006-07,13,-,null,-,2,2,5,1,null,3,1,1,null,null,null,null,null,null,2006-2007.csv,9/1/06,Frenchboro Elementary School
1141,Reed Plt Public Schools,1368,Wytopitlock Elementary School,null,2006-07,11,-,null,-,2,2,4,1,2,1,1,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Wytopitlock Elementary School
1151,Shirley Public Schools,1394,Shirley Elementary School,null,2006-07,12,-,null,-,2,2,4,1,1,2,2,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Shirley Elementary School
1154,Southport Public Schools,1397,Southport Central School,null,2006-07,36,-,null,-,2,2,7,7,6,3,7,4,null,null,null,null,null,null,2006-2007.csv,9/1/06,Southport Central School
1203,RSU 09/MSAD 09,1511,Weld Elementary School,null,2006-07,18,-,null,-,2,2,2,6,1,5,1,1,null,null,null,null,null,null,2006-2007.csv,9/1/06,Weld Elementary School
1269,Education in Unorganized Terr,1818,Rockwood Elementary School,null,2006-07,9,-,null,-,2,2,3,2,1,1,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Rockwood Elementary School
1297,ME Educational Ctr for the Deaf & Hard of Hearing,1855,Governor Baxter School for the Deaf,null,2006-07,18,-,null,-,2,2,2,1,2,2,1,4,2,2,null,null,null,null,2006-2007.csv,9/1/06,Governor Baxter School for the Deaf
1049,Dresden School Department,1224,Dresden Elementary School,null,2006-07,107,-,null,-,20,20,13,20,24,16,14,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Dresden Elementary School
1211,RSU 17/MSAD 17,1548,Legion Memorial School,null,2006-07,32,-,null,-,20,20,12,null,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Legion Memorial School
1231,RSU 37/MSAD 37,1619,Harrington Elementary School,null,2006-07,132,-,null,-,20,20,16,13,11,18,13,13,11,17,null,null,null,null,2006-2007.csv,9/1/06,Harrington Elementary School
1252,RSU 58/MSAD 58,1735,Strong Elementary School,null,2006-07,171,-,null,-,20,20,18,22,24,16,18,19,16,18,null,null,null,null,2006-2007.csv,9/1/06,Strong Elementary School
1167,Veazie Public Schools,1416,Veazie Community School,null,2006-07,186,-,null,-,21,21,20,17,15,26,23,14,24,26,null,null,null,null,2006-2007.csv,9/1/06,Veazie Community School
1205,RSU 11/MSAD 11,1520,Teresa C Hamlin Elem School,null,2006-07,130,-,null,-,21,21,24,17,14,28,26,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Teresa C Hamlin Elem School
1250,MSAD 56,1722,Stockton Springs Elementary Sch,null,2006-07,97,-,null,-,21,21,16,12,17,16,15,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Stockton Springs Elementary Sch
1108,Minot School Department,1309,Minot Consolidated School,null,2006-07,275,-,null,-,22,22,21,39,26,33,41,23,30,40,null,null,null,null,2006-2007.csv,9/1/06,Minot Consolidated School
1197,RSU 03/MSAD 03,1471,Walker Memorial School,null,2006-07,136,-,null,-,22,22,16,19,22,21,14,22,null,null,null,null,null,null,2006-2007.csv,9/1/06,Walker Memorial School
1234,RSU 40/MSAD 40,1630,Prescott Memorial School,null,2006-07,110,-,null,-,23,23,19,17,12,15,14,10,null,null,null,null,null,null,2006-2007.csv,9/1/06,Prescott Memorial School
1255,RSU 61/MSAD 61,1757,Sebago Elementary School,null,2006-07,139,-,null,-,23,23,23,15,21,16,22,19,null,null,null,null,null,null,2006-2007.csv,9/1/06,Sebago Elementary School
1243,RSU 49/MSAD 49,1673,Albion Elementary School,null,2006-07,162,-,null,-,24,24,21,18,22,22,27,28,null,null,null,null,null,null,2006-2007.csv,9/1/06,Albion Elementary School
1264,RSU 72/MSAD 72,1792,New Suncook School,null,2006-07,196,-,null,-,24,24,30,29,32,42,39,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,New Suncook School
1007,Auburn Public Schools,1134,East Auburn Community School,null,2006-07,136,-,null,-,25,25,18,18,18,21,17,19,null,null,null,null,null,null,2006-2007.csv,9/1/06,East Auburn Community School
1023,Bristol Public Schools,1188,Bristol Consolidated School,null,2006-07,222,-,null,-,25,25,25,21,20,20,33,25,25,28,null,null,null,null,2006-2007.csv,9/1/06,Bristol Consolidated School
1189,Woolwich School Department,1452,Woolwich Central School,null,2006-07,270,-,null,-,25,25,30,28,27,28,26,31,31,44,null,null,null,null,2006-2007.csv,9/1/06,Woolwich Central School
1244,MSAD 50,1680,St George School,null,2006-07,214,-,null,-,25,25,20,21,16,34,17,26,23,32,null,null,null,null,2006-2007.csv,9/1/06,St George School
1251,RSU 57/MSAD 57,1727,Shapleigh Memorial School,null,2006-07,185,-,null,-,25,25,26,29,25,25,24,31,null,null,null,null,null,null,2006-2007.csv,9/1/06,Shapleigh Memorial School
1287,Schoodic CSD,1839,Mountain View School,null,2006-07,259,-,null,-,25,25,28,31,29,26,35,26,22,37,null,null,null,null,2006-2007.csv,9/1/06,Mountain View School
1289,Deer Isle-Stonington CSD,1843,Deer Isle-Stonington Elementary Sch,null,2006-07,259,-,null,-,25,25,31,15,26,24,30,36,38,34,null,null,null,null,2006-2007.csv,9/1/06,Deer Isle-Stonington Elementary Sch
1017,Blue Hill Public Schools,1179,Blue Hill Consolidated School,null,2006-07,208,-,null,-,26,26,27,26,22,28,10,23,16,30,null,null,null,null,2006-2007.csv,9/1/06,Blue Hill Consolidated School
1036,Chelsea School Department,1217,Chelsea Elementary School,null,2006-07,245,-,null,-,26,26,26,20,40,31,16,28,31,27,null,null,null,null,2006-2007.csv,9/1/06,Chelsea Elementary School
1199,MSAD 05,1490,Gilford Butler School,null,2006-07,72,-,null,-,26,26,23,23,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Gilford Butler School
1000,Acton Public Schools,1129,Acton Elementary School,null,2006-07,280,-,null,-,27,27,22,33,32,32,34,33,37,30,null,null,null,null,2006-2007.csv,9/1/06,Acton Elementary School
1182,Windsor School Department,1440,Windsor Elementary School,null,2006-07,302,-,null,-,27,27,25,34,31,39,30,25,50,41,null,null,null,null,2006-2007.csv,9/1/06,Windsor Elementary School
1248,RSU 54/MSAD 54,1700,Canaan Elementary School,null,2006-07,224,-,null,-,27,27,39,34,27,31,38,28,null,null,null,null,null,null,2006-2007.csv,9/1/06,Canaan Elementary School
1266,RSU 75/MSAD 75,1801,Bowdoinham Community School,null,2006-07,195,-,null,-,27,27,33,31,27,38,39,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Bowdoinham Community School
1200,RSU 06/MSAD 06,1501,Steep Falls Elementary School,null,2006-07,129,-,null,-,28,28,40,33,28,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Steep Falls Elementary School
1211,RSU 17/MSAD 17,1537,Harrison Elementary,null,2006-07,206,-,null,-,28,28,32,24,27,31,33,31,null,null,null,null,null,null,2006-2007.csv,9/1/06,Harrison Elementary
1257,RSU 63/MSAD 63,1760,Holden School,null,2006-07,162,-,null,-,28,28,36,33,34,31,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Holden School
1071,Hancock Public Schools,1260,Hancock Grammar School,null,2006-07,231,-,null,-,29,29,33,22,26,27,19,30,33,12,null,null,null,null,2006-2007.csv,9/1/06,Hancock Grammar School
1100,Manchester School Department,1302,Manchester Elementary School,null,2006-07,185,-,null,-,29,29,30,33,31,30,32,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Manchester Elementary School
1205,RSU 11/MSAD 11,1519,Pittston Consolidated School,null,2006-07,166,-,null,-,29,29,30,29,23,28,27,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Pittston Consolidated School
1263,MSAD 71,1786,Kennebunkport Consolidated Sch,null,2006-07,199,-,null,-,29,29,29,33,44,25,39,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Kennebunkport Consolidated Sch
1032,Castine Public Schools,1214,Adams School,null,2006-07,53,-,null,-,3,3,5,7,7,4,11,4,8,4,null,null,null,null,2006-2007.csv,9/1/06,Adams School
1201,RSU 07/MSAD 07,1503,North Haven Community School,null,2006-07,66,-,null,-,3,3,4,3,10,6,5,3,3,8,5,8,1,7,2006-2007.csv,9/1/06,North Haven Community School
1267,MSAD 76,1808,Swans Island Elementary School,null,2006-07,31,-,null,-,3,3,4,7,2,3,2,1,5,4,null,null,null,null,2006-2007.csv,9/1/06,Swans Island Elementary School
1203,RSU 09/MSAD 09,1510,Cape Cod Hill Elem School,null,2006-07,191,-,null,-,30,30,22,28,37,29,30,15,null,null,null,null,null,null,2006-2007.csv,9/1/06,Cape Cod Hill Elem School
1244,MSAD 50,1681,Lura Libby School,null,2006-07,160,-,null,-,30,30,30,31,28,41,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Lura Libby School
1246,RSU 52/MSAD 52,1691,Leeds Central School,null,2006-07,179,-,null,-,30,30,18,29,19,20,39,24,null,null,null,null,null,null,2006-2007.csv,9/1/06,Leeds Central School
1155,South Portland Public Schools,1399,James Otis Kaler Elementary School,null,2006-07,217,-,null,-,31,31,45,39,32,33,37,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,James Otis Kaler Elementary School
1124,Orrington Public Schools,1332,Center Drive School,null,2006-07,383,-,null,-,32,32,41,38,39,41,50,49,44,49,null,null,null,null,2006-2007.csv,9/1/06,Center Drive School
1240,MSAD 46,1655,Garland Elementary School,null,2006-07,79,-,null,-,32,32,28,19,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Garland Elementary School
1052,East Millinocket Public Schools,1226,Opal Myrick Elementary School,null,2006-07,175,-,null,-,33,33,25,46,31,40,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Opal Myrick Elementary School
1103,Mechanic Falls School Department,1303,Elm Street School-Mechanic Falls,null,2006-07,317,-,null,-,33,33,41,28,33,32,38,37,45,30,null,null,null,null,2006-2007.csv,9/1/06,Elm Street School-Mechanic Falls
1235,RSU 41/MSAD 41,1633,Milo Elementary School,null,2006-07,259,-,null,-,33,33,44,37,39,31,28,47,null,null,null,null,null,null,2006-2007.csv,9/1/06,Milo Elementary School
1243,RSU 49/MSAD 49,1675,Clinton Elementary School,null,2006-07,289,-,null,-,33,33,41,44,42,43,43,43,null,null,null,null,null,null,2006-2007.csv,9/1/06,Clinton Elementary School
1007,Auburn Public Schools,1140,Walton School,null,2006-07,199,-,null,-,34,34,40,30,18,27,26,24,null,null,null,null,null,null,2006-2007.csv,9/1/06,Walton School
1093,Litchfield School Department,1294,Libby-Tozier School,null,2006-07,127,-,null,-,34,34,42,51,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Libby-Tozier School
1200,RSU 06/MSAD 06,1498,H B Emery Jr Memorial School,null,2006-07,207,-,null,-,34,34,25,38,41,38,31,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,H B Emery Jr Memorial School
1215,MSAD 21,1338,Peru Elementary School,null,2006-07,136,-,null,-,34,34,null,22,30,27,23,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Peru Elementary School
1225,RSU 31/MSAD 31,1589,Enfield Station Elementary School,null,2006-07,280,-,null,-,34,34,48,48,50,48,52,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Enfield Station Elementary School
1228,MSAD 34,1603,Gladys Weymouth Elem School,null,2006-07,104,-,null,-,34,34,40,30,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Gladys Weymouth Elem School
1264,RSU 72/MSAD 72,1790,Charles A Snow School,null,2006-07,197,-,null,-,34,34,27,34,32,25,45,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Charles A Snow School
1007,Auburn Public Schools,1138,Washburn School,null,2006-07,247,-,null,-,36,36,41,31,45,32,36,26,null,null,null,null,null,null,2006-2007.csv,9/1/06,Washburn School
1063,Glenburn Public Schools,1248,Glenburn Elementary School,null,2006-07,398,-,null,-,36,36,50,42,34,38,55,42,54,47,null,null,null,null,2006-2007.csv,9/1/06,Glenburn Elementary School
1205,RSU 11/MSAD 11,1521,Helen Thompson School,null,2006-07,226,-,null,-,36,36,49,32,45,36,28,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Helen Thompson School
1266,RSU 75/MSAD 75,1800,Bowdoin Central School,null,2006-07,216,-,null,-,36,36,36,30,40,38,36,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Bowdoin Central School
1106,Milford Public Schools,1305,Dr Lewis S Libby School,null,2006-07,314,-,null,-,37,37,22,34,32,33,31,37,37,51,null,null,null,null,2006-2007.csv,9/1/06,Dr Lewis S Libby School
1051,Durham School Department,1225,Durham Community School,null,2006-07,349,-,null,-,38,38,34,42,39,36,38,36,41,45,null,null,null,null,2006-2007.csv,9/1/06,Durham Community School
1186,Wiscasset Public Schools,1450,Wiscasset Primary School,null,2006-07,259,-,null,-,38,38,62,55,45,59,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Wiscasset Elementary School & Wiscasset Primary School
1249,RSU 55/MSAD 55,1716,South Hiram Elementary School,null,2006-07,397,-,null,-,38,38,34,39,38,40,48,42,118,null,null,null,null,null,2006-2007.csv,9/1/06,South Hiram Elementary School
1006,Arundel School Department,1133,Mildred L Day School,null,2006-07,251,-,null,-,39,39,39,46,37,46,44,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Mildred L Day School
1140,Readfield School Department,1367,Readfield Elementary School,null,2006-07,222,-,null,-,39,39,38,32,40,39,34,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Readfield Elementary School
1079,Islesboro Public Schools,1267,Islesboro Central School,null,2006-07,86,-,null,-,4,4,6,3,5,11,4,6,9,8,7,11,5,7,2006-2007.csv,9/1/06,Islesboro Central School
1135,Long Island Public Schools,1362,Long Island Elementary School,null,2006-07,13,-,null,-,4,4,3,null,2,2,2,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Long Island Elementary School
1249,RSU 55/MSAD 55,1715,Hiram Elementary School,null,2006-07,58,-,null,-,4,4,8,12,7,11,6,10,null,null,null,null,null,null,2006-2007.csv,9/1/06,Hiram Elementary School
1008,Augusta Public Schools,1152,Lincoln School,null,2006-07,228,-,null,-,40,40,33,34,35,27,35,24,null,null,null,null,null,null,2006-2007.csv,9/1/06,Lincoln School
1155,South Portland Public Schools,1406,Dora L Small Elementary School,null,2006-07,266,-,null,-,40,40,52,38,50,43,43,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Dora L Small Elementary School
1228,MSAD 34,1880,Captain Albert W. Stevens School,null,2006-07,260,-,null,-,40,40,40,41,49,44,46,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Captain Albert W. Stevens School
1251,RSU 57/MSAD 57,1723,Alfred Elementary School,null,2006-07,227,-,null,-,40,40,38,31,25,26,24,43,null,null,null,null,null,null,2006-2007.csv,9/1/06,Alfred Elementary School
1258,RSU 64/MSAD 64,1762,Bradford Elementary School,null,2006-07,96,-,null,-,40,40,24,32,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Bradford Elementary School
1081,Jefferson Public Schools,1271,Jefferson Village School,null,2006-07,225,-,null,-,41,41,5,14,29,25,29,21,27,34,null,null,null,null,2006-2007.csv,9/1/06,Jefferson Village School
1234,RSU 40/MSAD 40,1626,Miller School,null,2006-07,360,-,null,-,41,41,43,61,64,41,52,58,null,null,null,null,null,null,2006-2007.csv,9/1/06,Miller School
1234,RSU 40/MSAD 40,1629,Warren Community School,null,2006-07,312,-,null,-,42,42,41,42,51,48,47,41,null,null,null,null,null,null,2006-2007.csv,9/1/06,Warren Community School
1065,Gorham Public Schools,1250,White Rock School,null,2006-07,143,-,null,-,43,43,50,50,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,White Rock School
1107,Millinocket Public Schools,1306,Granite Street School,null,2006-07,242,-,null,-,43,43,42,36,31,49,41,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Granite Street School
1251,RSU 57/MSAD 57,1726,Lyman Elementary School,null,2006-07,308,-,null,-,43,43,46,37,56,42,47,37,null,null,null,null,null,null,2006-2007.csv,9/1/06,Lyman Elementary School
1088,Lewiston Public Schools,1281,Pettingill Elementary School,null,2006-07,308,-,null,-,44,44,46,44,41,42,45,46,null,null,null,null,null,null,2006-2007.csv,9/1/06,Pettingill Elementary School
1134,Portland Public Schools,1350,Presumpscot School,null,2006-07,242,-,null,-,44,44,38,33,46,41,40,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Presumpscot School
1155,South Portland Public Schools,1874,Frank I Brown Elementary School,null,2006-07,260,-,null,-,44,44,50,33,35,51,47,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Frank I Brown Elementary School
1266,RSU 75/MSAD 75,1804,Williams-Cone School,null,2006-07,272,-,null,-,44,44,52,37,50,48,41,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Williams-Cone School
1172,Sabattus School Department,1424,Sabattus Primary School,null,2006-07,152,-,null,-,45,45,47,60,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Sabattus Primary School
1281,Boothbay-Boothbay Hbr CSD,1832,Boothbay Region Elem School,null,2006-07,446,-,null,-,45,45,51,40,49,46,52,44,60,59,null,null,null,null,2006-2007.csv,9/1/06,Boothbay Region Elem School
1258,RSU 64/MSAD 64,1767,Kenduskeag Elementary School,null,2006-07,152,-,null,-,46,46,45,61,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Kenduskeag Elementary School
1290,Great Salt Bay CSD,1845,Great Salt Bay Community School,null,2006-07,429,-,null,-,46,46,42,47,43,34,48,60,47,62,null,null,null,null,2006-2007.csv,9/1/06,Great Salt Bay Community School
1088,Lewiston Public Schools,1279,Farwell Elementary School,null,2006-07,294,-,null,-,47,47,46,49,39,40,36,37,null,null,null,null,null,null,2006-2007.csv,9/1/06,Farwell Elementary School
1155,South Portland Public Schools,1400,Dyer Elementary School,null,2006-07,241,-,null,-,47,47,53,34,31,34,42,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Dyer Elementary School
1238,RSU 44/MSAD 44,1644,Crescent Park School,null,2006-07,293,-,null,-,47,47,46,42,50,51,57,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Crescent Park School
1261,RSU 68/MSAD 68,1775,Morton Avenue Elementary School,null,2006-07,337,-,null,-,47,47,53,83,70,84,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Morton Avenue Elementary School
1088,Lewiston Public Schools,1280,Martel School,null,2006-07,291,-,null,-,48,48,40,49,41,46,31,36,null,null,null,null,null,null,2006-2007.csv,9/1/06,Martel School
1123,Orono School Department,1328,Asa C Adams School,null,2006-07,274,-,null,-,48,48,51,41,42,54,38,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Asa C Adams School
1248,RSU 54/MSAD 54,1703,Central Grade School,null,2006-07,270,-,null,-,48,48,28,31,37,41,40,45,null,null,null,null,null,null,2006-2007.csv,9/1/06,Central Grade School
1007,Auburn Public Schools,1908,Park Avenue Elementary School,null,2006-07,336,-,null,-,49,49,44,52,44,44,49,54,null,null,null,null,null,null,2006-2007.csv,9/1/06,Park Avenue Elementary School
1014,Beals Public Schools,1173,Beals Elementary School,null,2006-07,49,-,null,-,5,5,3,3,4,6,6,7,8,7,null,null,null,null,2006-2007.csv,9/1/06,Beals Elementary School
1024,Brooklin Public Schools,1189,Brooklin School,null,2006-07,58,-,null,-,5,5,5,7,6,6,8,5,5,11,null,null,null,null,2006-2007.csv,9/1/06,Brooklin School
1061,Georgetown Public Schools,1247,Georgetown Central School,null,2006-07,65,-,null,-,5,5,11,10,10,13,14,2,null,null,null,null,null,null,2006-2007.csv,9/1/06,Georgetown Central School
1143,Robbinston Public Schools,1372,Robbinston Grade School,null,2006-07,62,-,null,-,5,5,5,3,6,7,12,6,5,13,null,null,null,null,2006-2007.csv,9/1/06,Robbinston Grade School
1245,RSU 51/MSAD 51,1686,Chebeague Island School,null,2006-07,17,-,null,-,5,5,2,2,3,1,4,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Chebeague Island School
1134,Portland Public Schools,1346,Nathan Clifford School,null,2006-07,252,-,null,-,51,51,46,44,41,34,36,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Nathan Clifford School
1203,RSU 09/MSAD 09,1512,Gerald D Cushing School,null,2006-07,140,-,null,-,52,52,49,39,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Gerald D Cushing School
1012,Bar Harbor Public Schools,1166,Conners-Emerson School,null,2006-07,426,-,null,-,53,53,41,50,51,43,50,45,44,49,null,null,null,null,2006-2007.csv,9/1/06,Conners-Emerson School
1026,Brunswick Public Schools,1194,Longfellow School-Brunswick,null,2006-07,349,-,null,-,53,53,58,55,45,71,67,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Longfellow School-Brunswick
1246,RSU 52/MSAD 52,1690,Greene Central School,null,2006-07,376,-,null,-,53,53,59,41,62,60,49,52,null,null,null,null,null,null,2006-2007.csv,9/1/06,Greene Central School
1254,RSU 60/MSAD 60,1749,North Berwick Elementary Schools,null,2006-07,286,-,null,-,53,53,48,41,42,54,48,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,North Berwick Elementary Schools
1088,Lewiston Public Schools,1286,Governor James B Longley Elem Sch,null,2006-07,277,-,null,-,55,55,43,48,44,25,35,27,null,null,null,null,null,null,2006-2007.csv,9/1/06,Governor James B Longley Elem Sch
1119,Old Orchard Beach School Dept,1318,Jameson Elementary School,null,2006-07,271,-,null,-,55,55,93,64,59,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Jameson Elementary School
1133,Poland School Department,1340,Poland Community School,null,2006-07,439,-,null,-,55,55,67,51,59,76,60,71,null,null,null,null,null,null,2006-2007.csv,9/1/06,Poland Community School
1134,Portland Public Schools,1358,Howard C Reiche Community Sch,null,2006-07,310,-,null,-,55,55,64,53,52,40,46,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Howard C Reiche Community Sch
1211,RSU 17/MSAD 17,1542,Oxford Elementary School,null,2006-07,374,-,null,-,55,55,46,49,70,42,55,57,null,null,null,null,null,null,2006-2007.csv,9/1/06,Oxford Elementary School
1134,Portland Public Schools,1348,Longfellow School-Portland,null,2006-07,347,-,null,-,56,56,45,68,57,48,73,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Longfellow School-Portland
1240,MSAD 46,1651,Dexter Primary School,null,2006-07,288,-,null,-,56,56,43,56,67,66,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Dexter Primary School
1037,China School Department,1219,China Primary School,null,2006-07,274,-,null,-,57,57,55,52,57,53,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,China Primary School
1211,RSU 17/MSAD 17,1544,Mildred M Fox Sch (Closed),null,2006-07,215,-,null,-,57,57,48,52,58,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Mildred M Fox Sch (Closed)
1200,RSU 06/MSAD 06,1493,Jack Memorial School,null,2006-07,162,-,null,-,58,58,51,53,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Jack Memorial School
1251,RSU 57/MSAD 57,1724,Line Elementary,null,2006-07,409,-,null,-,59,59,43,64,50,63,54,76,null,null,null,null,null,null,2006-2007.csv,9/1/06,Line Elementary
1255,RSU 61/MSAD 61,1751,Stevens Brook School,null,2006-07,367,-,null,-,59,59,48,61,50,51,43,55,null,null,null,null,null,null,2006-2007.csv,9/1/06,Stevens Brook School
1025,Brooksville Public Schools,1190,Brooksville Elementary School,null,2006-07,63,-,null,-,6,6,7,9,3,12,4,9,6,7,null,null,null,null,2006-2007.csv,9/1/06,Brooksville Elementary School
1159,Surry Public Schools,1411,Surry Elementary School,null,2006-07,106,-,null,-,6,6,11,8,12,15,15,11,12,16,null,null,null,null,2006-2007.csv,9/1/06,Surry Elementary School
1235,RSU 41/MSAD 41,1632,Marion C Cook School,null,2006-07,45,-,null,-,6,6,9,10,6,8,6,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Marion C Cook School
1008,Augusta Public Schools,1151,Farrington School,null,2006-07,398,-,null,-,60,60,51,58,52,53,52,72,null,null,null,null,null,null,2006-2007.csv,9/1/06,Farrington School
1266,RSU 75/MSAD 75,1806,Woodside Elementary School,null,2006-07,380,-,null,-,60,60,72,64,60,58,66,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Woodside Elementary School
1088,Lewiston Public Schools,1284,Thomas J McMahon Elementary Sch,null,2006-07,457,-,null,-,61,61,67,67,63,66,68,65,null,null,null,null,null,null,2006-2007.csv,9/1/06,Thomas J McMahon Elementary Sch
1139,Raymond School Department,1366,Raymond Elementary School,null,2006-07,300,-,null,-,61,61,53,61,61,64,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Raymond Elementary School
1166,Vassalboro Public Schools,1415,Vassalboro Community School,null,2006-07,507,-,null,-,61,61,57,52,48,58,48,66,62,55,null,null,null,null,2006-2007.csv,9/1/06,Vassalboro Community School
1200,RSU 06/MSAD 06,1496,Hollis School,null,2006-07,318,-,null,-,61,61,42,54,60,49,52,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Hollis School
1200,RSU 06/MSAD 06,1491,Eliza Libby Elem School,null,2006-07,121,-,null,-,65,65,56,null,null,null,null,null,null,null,null,null,null,null,2006-2007.csv,9/1/06,Eliza Libby Elem School
