School year,District,Regular instruction (per student),Regular Instruction,Other instruction (per student),Other Instruction,Transp & Buses (per student),Transp & Buses,Debt Service (per student),Debt Service,Facilities Maintenance (per student),Facilities Maintenance,School Admin (per student),School Admin,Special Ed Instruction (per student),Special Ed Instruction,Student & Staff support (per student),Student & Staff support,System Admin (per student),System Admin,Vocational Ed Instruction (per student),Vocational Ed Instruction,All Other (per student),All Other,Total expenses per pupil
2012-13,Southwest Harbor Public Schools,"$7,791","$1,114,140",$401,"$57,404","$1,141","$163,123",,,"$5,491","$785,272","$1,341","$191,703","$3,052","$436,361","$2,004","$286,527",$405,"$57,955",,,$371,"$53,000","$21,997"
2013-14,Southwest Harbor Public Schools,"$7,593","$1,108,588",$284,"$41,520",$565,"$82,447",,,"$5,116","$746,969","$1,354","$197,721","$3,628","$529,652","$1,952","$285,035",$378,"$55,253",,,$377,"$55,000","$21,247"
2014-15,Southwest Harbor Public Schools,"$7,300","$1,029,289",$306,"$43,108",$742,"$104,549",,,"$5,451","$768,584","$1,480","$208,629","$4,628","$652,522","$2,186","$308,182",$501,"$70,588",,,$426,"$60,000","$23,020"
2003-04,Steuben School Department,"$3,346","$421,628",$49,"$6,150",$981,"$123,577",,,$699,"$88,099",$667,"$84,042",$675,"$85,056",$182,"$22,883",$314,"$39,592",,,$40,"$5,022","$6,953"
2004-05,Steuben School Department,"$4,177","$497,029",$107,"$12,677","$1,081","$128,587",,,$847,"$100,796",$736,"$87,556",$752,"$89,511",$223,"$26,577",$404,"$48,104",,,$101,"$12,037","$8,428"
2005-06,Steuben School Department,"$4,679","$479,611",$109,"$11,183","$1,307","$133,916",,,"$1,127","$115,526",$874,"$89,550",$950,"$97,416",$664,"$68,107",$361,"$36,952",,,$215,"$22,046","$10,286"
2006-07,Steuben School Department,"$4,503","$470,525",$149,"$15,577","$1,315","$137,457",,,"$1,107","$115,688",$837,"$87,483","$1,190","$124,395",$535,"$55,950",$357,"$37,311",,,$168,"$17,587","$10,161"
2007-08,Steuben School Department,"$4,462","$484,158",$174,"$18,912","$1,195","$129,622",,,"$1,503","$163,105",$954,"$103,463","$1,032","$111,952",$459,"$49,788",$393,"$42,643",,,$469,"$50,923","$10,641"
2008-09,Steuben School Department,"$4,999","$464,919",$218,"$20,299","$1,568","$145,844",,,"$1,647","$153,133","$1,141","$106,129","$1,344","$125,030",$553,"$51,407",$513,"$47,699",,,$494,"$45,968","$12,477"
2003-04,Stockholm School Department,"$5,284","$224,549",$28,"$1,182",$426,"$18,102",,,$782,"$33,240",,,$194,"$8,263",$242,"$10,291",$406,"$17,267",,,$188,"$8,000","$7,550"
2004-05,Stockholm School Department,"$5,495","$222,541",,,$557,"$22,542",,,$327,"$13,243",,,$122,"$4,951",,,$464,"$18,806",,,,,"$6,965"
2005-06,Stockholm School Department,"$6,094","$249,857",,,$561,"$23,000",,,$501,"$20,539",,,$5,$200,,,$204,"$8,367",,,,,"$7,365"
2006-07,Stockholm School Department,"$6,480","$236,515",,,$630,"$23,000",,,$683,"$24,928",,,,,,,$227,"$8,285",,,,,"$8,020"
2007-08,Stockholm School Department,"$6,069","$206,333",,,$677,"$23,000",,,"$2,081","$70,741",,,$441,"$15,000",,,$221,"$7,502",,,,,"$9,489"
2008-09,Stockholm School Department,"$5,298","$201,330",,,$605,"$23,000",,,"$1,343","$51,030",,,$22,$852,"$3,221",,$277,"$10,530",,,,,"$10,766"
2003-04,Surry Public Schools,"$5,057","$1,089,742",$71,"$15,331",$531,"$114,477",$371,"$80,042",$498,"$107,411",$395,"$85,212","$1,604","$345,728",$198,"$42,684",$277,"$59,697",,,$35,"$7,500","$9,037"
2004-05,Surry Public Schools,"$5,468","$1,194,682",$53,"$11,509",$539,"$117,715",$94,"$20,433",$463,"$101,122",$415,"$90,752","$1,859","$406,199",$337,"$73,627",$349,"$76,179",,,$69,"$15,000","$9,646"
2005-06,Surry Public Schools,"$5,843","$1,200,697",$55,"$11,226",$839,"$172,342",,,$519,"$106,732",$486,"$99,774","$2,315","$475,671",$360,"$73,936",$334,"$68,730",,,,,"$10,751"
2006-07,Surry Public Schools,"$6,189","$1,132,567",$86,"$15,644",$951,"$174,065",,,$670,"$122,512",$436,"$79,761","$2,477","$453,325",$639,"$116,980",$584,"$106,870",,,$137,"$25,000","$12,169"
2007-08,Surry Public Schools,"$6,588","$1,143,044",$143,"$24,881",$764,"$132,481",,,$736,"$127,766",$488,"$84,703","$3,413","$592,224",$667,"$115,659",$977,"$169,499",,,$84,"$14,557","$13,860"
2008-09,Surry Public Schools,"$6,652","$1,047,647",$104,"$16,382",$933,"$146,937",,,$851,"$133,950",$545,"$85,906","$3,749","$590,437",,"$122,415",$441,"$69,530",,,$95,"$15,000","$13,370"
2009-10,Surry Public Schools,"$7,377","$1,066,014",$98,"$14,114","$1,393","$201,246",,,$781,"$112,787",$612,"$88,357","$2,986","$431,489",$735,"$106,199",$682,"$98,488",,,$104,"$15,000","$14,768"
2010-11,Surry Public Schools,"$6,667","$1,123,405",$158,"$26,663",$851,"$143,353",,,$708,"$119,366",$559,"$94,197","$1,484","$249,995",$544,"$91,658",$782,"$131,824",,,,,"$11,753"
2011-12,Surry Public Schools,"$7,247","$1,094,350",$140,"$21,122","$1,061","$160,150",,,"$1,778","$268,448",$683,"$103,153","$4,105","$619,800",$392,"$59,244",$557,"$84,107",,,,,"$15,963"
2013-14,Surry Public Schools,"$7,792","$1,180,463",$82,"$12,421","$1,134","$171,837",,,$838,"$127,011",$731,"$110,720","$1,776","$269,078",$481,"$72,848",$523,"$79,281",,,,,"$13,357"
2014-15,Surry Public Schools,"$8,078","$1,260,135",$201,"$31,389","$1,166","$181,907",,,$967,"$150,796",$748,"$116,711","$1,916","$298,957",$484,"$75,472",$491,"$76,633",,,,,"$14,051"
2003-04,Talmadge Public Schools,"$5,357","$56,244",,,$452,"$4,750",,,,,,,$68,$714,,,$455,"$4,777",,,,,"$6,332"
2004-05,Talmadge Public Schools,"$6,081","$60,814",,,$481,"$4,813",,,,,,,$671,"$6,709",,,$492,"$4,921",,,,,"$7,725"
2005-06,Talmadge Public Schools,"$6,643","$66,431",$95,$954,$475,"$4,750",,,,,,,$187,"$1,874",,,$467,"$4,673",,,,,"$7,867"
2006-07,Talmadge Public Schools,"$7,736","$85,091",,,$432,"$4,750",,,,,$89,$982,,,,,$485,"$5,331",,,,,"$8,742"
2007-08,Talmadge Public Schools,"$7,638","$95,472",,,$380,"$4,750",,,,,,,$8,$94,,,$560,"$7,004",,,,,"$8,586"
2008-09,Talmadge Public Schools,"$8,394","$83,944",,,$475,"$4,750",,,,,,,,,,,$666,"$6,655",,,,,"$9,535"
2009-10,Talmadge Public Schools,"$8,256","$78,430",,,$500,"$4,750",,,,,,,$160,"$1,516",,,$770,"$7,312",,,,,"$9,686"
2010-11,Talmadge Public Schools,"$8,189","$98,262",,,$396,"$4,750",,,,,,,$756,"$9,068",,,$528,"$6,335",,,,,"$9,869"
2011-12,Talmadge Public Schools,"$8,097","$72,870",,,$528,"$4,750",,,,,,,"$1,037","$9,332",,,$540,"$4,860",,,,,"$10,202"
2012-13,Talmadge Public Schools,"$7,546","$60,364",,,$750,"$6,000",,,,,,,$443,"$3,546",,,$751,"$6,006",,,,,"$9,490"
2013-14,Talmadge Public Schools,"$7,749","$100,736",,,$462,"$6,000",,,,,,,$443,"$5,763",,,$466,"$6,054",,,,,"$9,120"
2014-15,Talmadge Public Schools,"$8,546","$94,005",,,$727,"$8,000",,,,,,,$221,"$2,426",,,$625,"$6,873",,,,,"$10,119"
2003-04,The Forks Plt School Dept,"$6,474","$19,421",,,"$4,592","$13,775","$5,216","$15,648",$333,"$1,000",,,,,,,"$2,656","$7,968",,,,,"$19,271"
2004-05,The Forks Plt School Dept,"$6,896","$20,689",,,"$7,701","$23,104",,,,,,,,,,,"$3,048","$9,144",,,,,"$17,645"
2005-06,The Forks Plt School Dept,"$7,032","$21,095",,,"$4,565","$13,695",,,,,,,,,,,"$3,276","$9,829",,,,,"$14,873"
2006-07,The Forks Plt School Dept,"$12,992","$25,983",,,"$37,011","$74,021",,,$500,"$1,000",,,,,,,"$4,353","$8,705",,,,,"$54,856"
2007-08,The Forks Plt School Dept,"$9,901","$24,753",,"$4,760","$5,482","$13,704",,,,,,,,,,,"$4,580","$11,450",,,,"$13,000","$27,067"
2008-09,The Forks Plt School Dept,"$9,573","$33,507",$57,$199,"$2,654","$9,289",,,,,,,,,,,"$3,419","$11,965",,,$45,$156,"$15,748"
2009-10,The Forks Plt School Dept,"$9,847","$39,387",$154,$617,$704,"$2,817",,,,,,,,,,,"$2,772","$11,088",,,$6,$25,"$13,483"
2010-11,The Forks Plt School Dept,"$9,421","$37,683",$414,"$1,657","$2,850","$11,399",,,,,,,,,,,"$2,725","$10,900",,,,,"$15,410"
2012-13,The Forks Plt School Dept,"$7,233","$43,398",$410,"$2,461","$4,027","$24,161",,,,,,,,,,,"$1,408","$8,445",,,,,"$13,078"
2013-14,The Forks Plt School Dept,"$8,832","$30,913",,"$3,839","$6,098","$21,342",,,,,,,,,,,"$2,393","$8,375",,,,,"$18,420"
2014-15,The Forks Plt School Dept,"$9,775","$29,324",,"$3,226","$8,201","$24,603",,,,,,,,,,,"$2,700","$8,100",,,,,"$21,751"
2003-04,Tremont Public Schools,"$5,345","$823,192",$240,"$36,996",$461,"$70,961",,,"$1,958","$301,508",$888,"$136,783","$1,600","$246,324",$705,"$108,591",$524,"$80,671",,,$182,"$28,000","$11,903"
2004-05,Tremont Public Schools,"$5,315","$855,780",$214,"$34,447",$506,"$81,530",,,"$2,021","$325,371",$886,"$142,651","$1,595","$256,779",$668,"$107,487",$424,"$68,219",,,$183,"$29,469","$11,812"
2005-06,Tremont Public Schools,"$5,626","$857,905",$253,"$38,644",$592,"$90,257",,,"$2,199","$335,326",$978,"$149,128","$1,429","$217,843","$1,239","$189,010",$522,"$79,620",,,$236,"$36,000","$13,074"
2006-07,Tremont Public Schools,"$6,525","$903,744",$272,"$37,651",$609,"$84,316",$882,"$122,210","$1,810","$250,747","$1,047","$145,065","$1,667","$230,817","$1,676","$232,122",$639,"$88,464",,,$296,"$41,000","$15,423"
2007-08,Tremont Public Schools,"$7,467","$937,138",$377,"$47,336","$1,428","$179,259",$938,"$117,696","$1,982","$248,728","$1,118","$140,318","$1,652","$207,313","$1,725","$216,435",$716,"$89,909",,,$359,"$45,000","$17,762"
2008-09,Tremont Public Schools,"$7,249","$935,091",$280,"$36,090",$827,"$106,717",$875,"$112,927","$1,866","$240,762","$1,079","$139,144","$1,567","$202,174","$1,706","$220,039",$670,"$86,429",,,$365,"$47,073","$16,484"
2009-10,Tremont Public Schools,"$7,220","$960,228",$271,"$36,022",$808,"$107,425",$816,"$108,554","$1,594","$212,032","$1,029","$136,791","$1,735","$230,715","$1,735","$230,685",$366,"$48,704",,,,,"$15,574"
2010-11,Tremont Public Schools,"$7,778","$980,027",$291,"$36,603",$985,"$124,049",$823,"$103,709","$1,653","$208,274","$1,084","$136,617","$2,086","$262,880","$1,910","$240,632",$364,"$45,823",,,$324,"$40,860","$17,298"
2011-12,Tremont Public Schools,"$8,587","$957,450",$412,"$45,893","$1,154","$128,660",$883,"$98,465","$2,601","$290,006","$1,242","$138,527","$2,199","$245,187","$2,056","$229,184",$469,"$52,279",,,$342,"$38,169","$19,945"
2012-13,Tremont Public Schools,"$8,427","$998,639",$390,"$46,216","$1,644","$194,801",,,"$2,100","$248,893","$1,368","$162,122","$2,589","$306,841","$2,086","$247,155",$436,"$51,676",,,$312,"$37,000","$19,352"
2013-14,Tremont Public Schools,"$9,715","$1,054,051",$486,"$52,740","$1,099","$119,276",,,"$2,201","$238,765","$1,478","$160,382","$3,064","$332,457","$2,491","$270,322",$434,"$47,137",,,$341,"$37,000","$21,309"
2014-15,Tremont Public Schools,"$9,404","$1,076,698",$411,"$47,030","$1,128","$129,163",,,"$2,067","$236,670","$1,413","$161,814","$2,984","$341,692","$1,707","$195,501",$421,"$48,164",,,$306,"$35,000","$19,841"
2003-04,Trenton Public Schools,"$5,282","$1,272,967",$59,"$14,129",$544,"$131,197",$879,"$211,828",$745,"$179,603",$478,"$115,192","$1,474","$355,236",$282,"$67,967",$258,"$62,250",,,$125,"$30,000","$10,126"
2004-05,Trenton Public Schools,"$5,771","$1,330,270",$50,"$11,438",$650,"$149,806",$891,"$205,303",$783,"$180,485",$540,"$124,389","$1,937","$446,453",$333,"$76,739",$297,"$68,438",,,$108,"$25,000","$11,360"
2005-06,Trenton Public Schools,"$6,205","$1,408,560",$67,"$15,160",$729,"$165,506",$876,"$198,778",$767,"$173,989",$599,"$135,912","$2,232","$506,651",$305,"$69,237",$324,"$73,597",,,$88,"$20,000","$12,192"
2006-07,Trenton Public Schools,"$6,757","$1,526,973",$196,"$44,322",$790,"$178,514",$851,"$192,253",$852,"$192,551",$533,"$120,370","$2,248","$508,044",$512,"$115,688",$332,"$75,133",,,$89,"$20,000","$13,160"
2007-08,Trenton Public Schools,"$7,188","$1,491,418",$219,"$45,354",$753,"$156,225",$895,"$185,728",$923,"$191,425",$513,"$106,338","$2,791","$579,184",$668,"$138,523",$372,"$77,236",,,$93,"$19,390","$14,415"
2008-09,Trenton Public Schools,"$6,743","$1,294,648",$132,"$25,318",$898,"$172,371",$936,"$179,609","$1,086","$208,569",$569,"$109,265","$2,970","$570,136",$923,"$177,161",$380,"$72,948",,,$177,"$34,000","$14,814"
2009-10,Trenton Public Schools,"$8,147","$1,462,438",$114,"$20,534","$1,051","$188,605",$914,"$164,094","$1,152","$206,785",$672,"$120,689","$3,311","$594,342",$982,"$176,310",$371,"$66,525",,,,,"$16,714"
2010-11,Trenton Public Schools,"$9,057","$1,476,363",$183,"$29,860","$1,043","$169,942",$898,"$146,327","$1,273","$207,529",$778,"$126,771","$3,304","$538,472","$1,139","$185,720",$340,"$55,362",,,$215,"$35,000","$18,230"
2011-12,Trenton Public Schools,"$8,550","$1,337,996",$277,"$43,327",$699,"$109,446",$986,"$154,255","$1,206","$188,764",$902,"$141,108","$3,283","$513,712","$1,257","$196,679",$365,"$57,151",,,$221,"$34,540","$17,746"
2012-13,Trenton Public Schools,"$8,122","$1,287,382",$285,"$45,090",$651,"$103,190",$939,"$148,887","$1,345","$213,191",$828,"$131,228","$2,710","$429,544","$1,223","$193,842",$354,"$56,166",,,$221,"$35,000","$16,678"
2013-14,Trenton Public Schools,"$8,592","$1,421,914",$261,"$43,243",$676,"$111,874",$867,"$143,488","$1,379","$228,293",$897,"$148,487","$2,596","$429,697","$1,211","$200,436",$327,"$54,195",,,$199,"$33,000","$17,005"
2014-15,Trenton Public Schools,"$8,648","$1,461,540",$294,"$49,744",$656,"$110,917","$1,546","$261,244","$1,382","$233,552",$914,"$154,431","$2,447","$413,490","$1,201","$202,953",$334,"$56,401",,,$195,"$33,000","$17,617"
2003-04,Upton Public Schools,"$5,032","$37,741",,,"$2,584","$19,383",,,,,,,,,,,$479,"$3,595",$33,$249,,,"$8,128"
2004-05,Upton Public Schools,"$5,467","$43,735",,,"$2,508","$20,061",,,,,,,,,,,$498,"$3,980",$13,$103,,,"$8,486"
2005-06,Upton Public Schools,"$6,259","$53,203",,,"$1,885","$16,020",,,,,,,,,,,$513,"$4,360",$84,$712,,,"$8,741"
2006-07,Upton Public Schools,"$7,861","$55,027",,,"$1,875","$13,122",,,,,,,,,,,$697,"$4,878",$136,$954,,,"$10,569"
2007-08,Upton Public Schools,"$7,436","$55,771",,,"$2,136","$16,020",,,,,,,$121,$905,,,$743,"$5,573",$332,"$2,491",,,"$10,768"
2008-09,Upton Public Schools,"$7,186","$61,077",,,"$2,652","$22,540",,,,,,,$118,"$1,000",,,$727,"$6,178",$426,"$3,622",,,"$11,109"
2009-10,Upton Public Schools,"$8,055","$40,275",,,"$4,911","$24,553",,,,,,,$200,"$1,000",,,"$1,310","$6,552",$751,"$3,756",,,"$15,227"
2010-11,Upton Public Schools,"$7,768","$27,186",,,"$7,015","$24,553",,,,,,,$286,"$1,000",,,"$1,899","$6,647",$762,"$2,666",,,"$17,730"
2011-12,Upton Public Schools,"$7,812","$27,341",,,"$7,631","$26,708",,,,,,,$286,"$1,000",,,"$1,660","$5,809",$549,"$1,920",,,"$17,938"
2012-13,Upton Public Schools,"$7,877","$27,568",,,"$7,631","$26,708",,,,,,,,,,,"$1,603","$5,609",,,,,"$17,111"
2013-14,Upton Public Schools,"$8,511","$17,022",,,"$14,569","$29,138",,,,,,,,,,,"$2,930","$5,859",$772,"$1,543",,,"$26,782"
2014-15,Upton Public Schools,"$7,367","$18,418",,,"$11,719","$29,297",,,,,,,,,,,"$2,350","$5,875",$411,"$1,027",,,"$21,847"
2003-04,Vanceboro Public Schools,"$3,504","$105,118",,,$436,"$13,092",,,"$1,670","$50,101",$203,"$6,085","$1,517","$45,514",$108,"$3,233",$946,"$28,376",$234,"$7,015",$217,"$6,500","$8,835"
2004-05,Vanceboro Public Schools,"$3,392","$111,942",,,$463,"$15,272",,,"$1,488","$49,110",$189,"$6,242","$1,739","$57,374",$182,"$5,997",$732,"$24,169",$296,"$9,782",$197,"$6,500","$8,678"
2005-06,Vanceboro Public Schools,"$3,837","$130,447",,,$470,"$15,982",,,"$1,271","$43,214",$189,"$6,433","$1,989","$67,617",$147,"$4,988",$956,"$32,516",$396,"$13,469",$206,"$7,000","$9,461"
2006-07,Vanceboro Public Schools,"$6,750","$175,511",,,$787,"$20,451",,,"$1,788","$46,478",$284,"$7,381","$2,253","$58,590",$329,"$8,561","$1,315","$34,201",$574,"$14,921",$250,"$6,500","$14,330"
2007-08,Vanceboro Public Schools,"$5,227","$167,274",,,$346,"$11,073",,,"$1,453","$46,491",$209,"$6,687","$2,405","$76,952",$207,"$6,611","$1,090","$34,881",$8,$254,$245,"$7,854","$11,190"
2008-09,Vanceboro Public Schools,"$6,254","$162,605",,,$196,"$5,085",,,"$2,229","$57,945",$265,"$6,891","$2,984","$77,571",$154,"$4,011","$1,611","$41,882",$570,"$14,825",$231,"$6,000","$14,494"
2009-10,Vanceboro Public Schools,"$6,439","$164,181",,,$164,"$4,172",,,"$1,841","$46,945",$241,"$6,132","$2,645","$67,449",$163,"$4,166","$1,380","$35,200",$518,"$13,208",,,"$13,391"
2010-11,Vanceboro Public Schools,"$8,303","$166,050",,,$224,"$4,480",,,"$2,135","$42,698",$302,"$6,041","$1,126","$22,527",$140,"$2,802","$1,333","$26,660",$496,"$9,921",$400,"$8,000","$14,459"
2011-12,Vanceboro Public Schools,"$7,368","$154,723",$37,$772,$118,"$2,468",,,"$1,762","$37,004",$316,"$6,625",$422,"$8,862",$75,"$1,565","$1,259","$26,431",$353,"$7,418",$286,"$6,000","$11,996"
2012-13,Vanceboro Public Schools,"$7,856","$164,966",,,$183,"$3,847",,,"$2,361","$49,590",$338,"$7,103",$691,"$14,520",$62,"$1,297","$1,540","$32,342",$512,"$10,761",$214,"$4,500","$13,757"
2013-14,Vanceboro Public Schools,"$8,226","$135,725",,,$438,"$7,229",,,"$2,640","$43,562",$383,"$6,325",$458,"$7,557",$110,"$1,810","$2,015","$33,249",$755,"$12,452",$242,"$4,000","$15,267"
2014-15,Vanceboro Public Schools,"$10,361","$155,421",,,$432,"$6,477",,,"$2,457","$36,848",$561,"$8,409",$331,"$4,960",$61,$916,"$2,337","$35,058",$666,"$9,996",$267,"$4,000","$17,473"
2003-04,Vassalboro Public Schools,"$4,148","$3,378,717",$56,"$45,977",$388,"$315,836",$589,"$479,367",$385,"$313,774",$226,"$184,316",$962,"$783,489",$190,"$154,410",$207,"$168,644",$63,"$51,270",,,"$7,214"
2004-05,Vassalboro Public Schools,"$4,540","$3,550,080",$54,"$42,239",$433,"$338,276",$633,"$494,681",$497,"$388,327",$253,"$197,686","$1,133","$886,108",$205,"$160,107",$204,"$159,414",$88,"$68,658",,,"$8,040"
2005-06,Vassalboro Public Schools,"$4,857","$3,735,132",$58,"$44,639",$492,"$378,344",$611,"$470,094",$469,"$360,460",$252,"$193,893","$1,381","$1,061,756",$219,"$168,541",$216,"$165,958",$91,"$69,694",$6,"$4,210","$8,652"
2006-07,Vassalboro Public Schools,"$4,904","$3,761,354",$73,"$56,126",$463,"$355,131",$500,"$383,827",$538,"$412,703",$223,"$171,172","$1,371","$1,051,429",$226,"$173,475",$262,"$201,014",$69,"$52,758",$4,"$3,167","$8,633"
2007-08,Vassalboro Public Schools,"$5,179","$3,881,990",$121,"$90,367",$509,"$381,749",$496,"$371,493",$620,"$464,857",$283,"$211,766","$1,506","$1,128,575",$289,"$216,446",$196,"$146,644",$62,"$46,219",$3,"$2,261","$9,264"
2008-09,Vassalboro Public Schools,"$5,268","$3,892,728",$120,"$88,797",$480,"$354,565",$501,"$370,151",$565,"$417,454",$288,"$212,698","$1,445","$1,067,642",$255,"$188,718",$234,"$173,163",$98,"$72,728",$25,"$18,264","$9,279"
2009-10,Vassalboro Public Schools,"$6,179","$4,028,418",$71,"$46,057",$538,"$350,712",$534,"$347,840",$625,"$407,323",$333,"$217,290","$1,566","$1,020,873",$309,"$201,716",$349,"$227,381",$166,"$107,924",$27,"$17,800","$10,697"
2010-11,Vassalboro Public Schools,"$5,672","$3,933,373",$57,"$39,505",$553,"$383,789",$502,"$347,840",$697,"$483,601",$294,"$203,568","$1,240","$860,237",$357,"$247,301",$236,"$163,640",$134,"$93,205",,,"$9,742"
2011-12,Vassalboro Public Schools,"$5,555","$3,774,715",$68,"$46,069",$408,"$277,140",$20,"$13,350",$769,"$522,426",$326,"$221,351","$1,338","$909,225",$405,"$274,968",$259,"$176,066",$173,"$117,211",,,"$9,321"
2012-13,Vassalboro Public Schools,"$5,691","$3,829,941",$68,"$45,519",$626,"$421,398",$3,"$1,749",$760,"$511,701",$324,"$218,346","$1,358","$913,609",$367,"$247,232",$262,"$176,478",$203,"$136,610",,,"$9,662"
2013-14,Vassalboro Public Schools,"$5,807","$3,696,363",$72,"$46,007",$660,"$420,202",,,$800,"$509,179",$356,"$226,644","$1,620","$1,031,297",$406,"$258,364",$306,"$194,948",$215,"$137,080",,,"$10,242"
2014-15,Vassalboro Public Schools,"$6,121","$3,960,002",$84,"$54,426",$688,"$445,100",,,$755,"$488,725",$448,"$290,128","$1,596","$1,032,476",$416,"$268,858",$219,"$141,386",$208,"$134,295",,,"$10,535"
2003-04,Veazie Public Schools,"$5,218","$1,609,656",$132,"$40,597",$224,"$69,151","$1,523","$469,884",$528,"$162,913",$363,"$111,899",$780,"$240,741",$364,"$112,232",$257,"$79,133",$74,"$22,726",$75,"$23,000","$9,538"
2004-05,Veazie Public Schools,"$5,812","$1,647,695",$133,"$37,608",$244,"$69,282","$1,613","$457,356",$650,"$184,216",$420,"$119,173",$907,"$256,982",$447,"$126,784",$296,"$83,882",$56,"$15,937",$116,"$33,000","$10,694"
2005-06,Veazie Public Schools,"$6,067","$1,741,148",$142,"$40,758",$239,"$68,690","$1,548","$444,155",$650,"$186,613",$436,"$124,978","$1,329","$381,484",$450,"$129,203",$310,"$88,972",$70,"$20,065",$115,"$33,000","$11,356"
2006-07,Veazie Public Schools,"$6,457","$1,840,182",$159,"$45,388",$256,"$72,878","$1,511","$430,617",$682,"$194,324",$449,"$127,994","$1,524","$434,445",$358,"$102,084",$308,"$87,885",$73,"$20,872",$179,"$51,000","$11,956"
2007-08,Veazie Public Schools,"$6,810","$1,944,366",$168,"$47,959",$265,"$75,678","$1,461","$417,080",$805,"$229,839",$467,"$133,406","$1,618","$462,070",$783,"$223,566",$364,"$103,854",$97,"$27,643",$158,"$45,000","$12,996"
2008-09,Veazie Public Schools,"$7,924","$2,056,305",$170,"$44,070",$364,"$94,408","$1,555","$403,542",$852,"$221,084",$581,"$150,840","$2,396","$621,853",$916,"$237,594",$366,"$95,073",$118,"$30,568",$173,"$45,000","$15,415"
2013-14,Veazie Public Schools,"$6,756","$1,790,395",$133,"$35,129",$448,"$118,632","$1,287","$341,045","$1,067","$282,622",$593,"$157,023","$2,781","$737,073",$591,"$156,679",$376,"$99,734",$70,"$18,594",$189,"$50,000","$14,291"
2014-15,Veazie Public Schools,"$8,278","$2,019,789",$146,"$35,646",$551,"$134,364","$1,297","$316,444",$981,"$239,279",$697,"$170,071","$2,906","$708,958",$750,"$182,916",$391,"$95,404",$112,"$27,321",$123,"$30,000","$16,232"
2003-04,Waite Public Schools,"$5,168","$111,117",,,"$1,133","$24,360",,,,,,,"$1,090","$23,430",,,$352,"$7,559",,,,,"$7,743"
