Commodity,State,Time,Total Value ($US)
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2009,"13,148"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2010,"11,024"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2011,"31,808"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2013,"25,245"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2014,"16,781"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2015,"30,984"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Maine,2016 through November,"49,080"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2002,"575,638"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2003,"1,880,578"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2004,"6,118,170"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2005,"10,175,471"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2006,"11,573,106"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2007,"13,769,503"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2008,"14,661,960"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2009,"12,612,455"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2010,"18,996,474"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2011,"23,968,046"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2012,"26,978,991"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2013,"30,963,570"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2014,"34,804,700"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2015,"29,268,657"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Massachusetts,2016 through November,"21,502,123"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2002,"9,137"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2003,"105,057"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2004,"297,074"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2005,"1,254,186"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2006,"1,478,030"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2007,"317,206"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2008,"370,813"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2009,"1,080,859"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2010,"5,607,630"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2011,"5,836,931"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2012,"3,411,984"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2013,"1,031,899"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2014,"27,378"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2015,"2,840"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",New Hampshire,2016 through November,"3,533"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2002,"269,444"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2003,"237,785"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2004,"479,761"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2005,"469,805"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2006,"888,247"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2007,"909,505"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2008,"758,710"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2009,"1,359,374"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2010,"1,448,372"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2011,"2,062,654"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2012,"1,126,970"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2013,"1,370,611"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2014,"1,329,713"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2015,"1,080,512"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Rhode Island,2016 through November,"761,197"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2002,"5,512"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2003,"189,792"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2004,"443,594"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2005,"672,364"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2006,"603,188"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2007,"349,389"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2008,"297,751"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2009,"154,291"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2010,"383,726"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2011,"430,022"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2013,"14,787"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2014,"116,436"
"55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics",Vermont,2015,"28,936"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2002,"280,725,502"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2003,"301,567,473"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2004,"322,742,478"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2005,"367,972,443"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2006,"405,898,760"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2007,"362,780,963"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2008,"352,517,399"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2009,"358,393,130"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2010,"444,679,575"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2011,"488,439,092"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2012,"500,799,918"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2013,"561,220,253"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2014,"647,238,117"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2015,"671,810,137"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",All States,2016 through November,"627,277,264"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2002,"1,177,869"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2003,"97,040"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2004,"192,673"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2005,"32,023"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2006,"378,285"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2007,"879,453"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2008,"596,997"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2009,"1,965,110"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2010,"1,922,545"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2011,"3,340,306"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2012,"1,747,422"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2013,"2,416,132"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2014,"2,389,472"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2015,"1,489,176"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Connecticut,2016 through November,"1,659,944"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2002,"118,793"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2003,"40,651"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2004,"12,951"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2005,"182,772"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2006,"45,269"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2007,"181,782"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2008,"127,798"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2009,"143,339"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2010,"78,354"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2011,"322,616"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2012,"488,902"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2013,"308,783"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2014,"135,232"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2015,"180,432"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Maine,2016 through November,"141,959"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2002,"1,300,614"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2003,"1,940,899"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2004,"3,311,260"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2005,"5,062,611"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2006,"1,661,330"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2007,"871,054"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2008,"1,588,060"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2009,"2,216,260"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2010,"2,006,945"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2011,"1,508,605"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2012,"2,518,697"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2013,"2,326,990"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2014,"2,144,755"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2015,"1,924,984"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Massachusetts,2016 through November,"1,359,004"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2002,"504,545"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2003,"427,476"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2004,"2,749,229"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2005,"2,825,313"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2006,"2,617,975"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2007,"1,468,906"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2008,"908,744"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2009,"630,135"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2010,"1,602,406"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2011,"6,002,590"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2012,"6,788,737"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2013,"10,156,061"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2014,"10,603,840"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2015,"7,365,275"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",New Hampshire,2016 through November,"2,276,014"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2002,"2,159,303"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2003,"3,603,765"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2004,"2,884,009"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2005,"2,690,524"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2006,"1,857,915"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2007,"892,078"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2008,"1,100,331"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2009,"968,866"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2010,"706,031"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2011,"973,891"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2012,"1,244,711"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2013,"439,322"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2014,"965,609"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2015,"586,697"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Rhode Island,2016 through November,"175,921"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2003,"6,122"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2004,"23,091"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2005,"25,653"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2006,"56,806"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2007,"243,218"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2008,"262,522"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2009,"238,372"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2010,"171,768"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2011,"254,026"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2013,"78,311"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2014,"193,758"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2015,"409,591"
"56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.",Vermont,2016 through November,"146,265"
57 Carpets And Other Textile Floor Coverings,All States,2002,"99,406,125"
57 Carpets And Other Textile Floor Coverings,All States,2003,"98,535,601"
57 Carpets And Other Textile Floor Coverings,All States,2004,"96,070,320"
57 Carpets And Other Textile Floor Coverings,All States,2005,"97,230,078"
57 Carpets And Other Textile Floor Coverings,All States,2006,"90,783,584"
57 Carpets And Other Textile Floor Coverings,All States,2007,"80,157,465"
57 Carpets And Other Textile Floor Coverings,All States,2008,"96,964,256"
57 Carpets And Other Textile Floor Coverings,All States,2009,"58,499,711"
57 Carpets And Other Textile Floor Coverings,All States,2010,"88,927,333"
57 Carpets And Other Textile Floor Coverings,All States,2011,"96,336,626"
57 Carpets And Other Textile Floor Coverings,All States,2012,"95,134,138"
57 Carpets And Other Textile Floor Coverings,All States,2013,"123,990,736"
57 Carpets And Other Textile Floor Coverings,All States,2014,"141,187,264"
57 Carpets And Other Textile Floor Coverings,All States,2015,"135,433,195"
57 Carpets And Other Textile Floor Coverings,All States,2016 through November,"109,012,275"
57 Carpets And Other Textile Floor Coverings,Connecticut,2003,"7,200"
57 Carpets And Other Textile Floor Coverings,Connecticut,2004,"13,745"
57 Carpets And Other Textile Floor Coverings,Connecticut,2006,"29,710"
57 Carpets And Other Textile Floor Coverings,Connecticut,2008,"66,828"
57 Carpets And Other Textile Floor Coverings,Connecticut,2010,"11,568"
57 Carpets And Other Textile Floor Coverings,Connecticut,2014,"10,025"
57 Carpets And Other Textile Floor Coverings,Connecticut,2015,"158,408"
57 Carpets And Other Textile Floor Coverings,Maine,2003,"532,576"
57 Carpets And Other Textile Floor Coverings,Maine,2004,"1,282,836"
57 Carpets And Other Textile Floor Coverings,Maine,2005,"531,136"
57 Carpets And Other Textile Floor Coverings,Maine,2009,"30,387"
57 Carpets And Other Textile Floor Coverings,Maine,2010,"222,622"
57 Carpets And Other Textile Floor Coverings,Maine,2012,"8,103"
57 Carpets And Other Textile Floor Coverings,Maine,2013,"129,388"
57 Carpets And Other Textile Floor Coverings,Maine,2014,"427,188"
57 Carpets And Other Textile Floor Coverings,Maine,2015,"284,331"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2002,"55,730"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2003,"10,934"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2004,"125,991"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2005,"29,949"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2006,"143,303"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2007,"1,008,483"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2008,"303,134"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2009,"19,257"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2010,"5,798"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2011,"6,888"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2012,"5,398"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2013,"5,968"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2014,"23,230"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2015,"113,405"
57 Carpets And Other Textile Floor Coverings,Massachusetts,2016 through November,"66,416"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2002,"3,900"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2004,"191,902"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2005,"695,298"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2006,"1,167,203"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2007,"188,426"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2008,"528,738"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2009,"278,774"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2010,"1,125,467"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2011,"801,217"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2012,"566,690"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2013,"1,249,172"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2014,"1,600,514"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2015,"1,396,253"
57 Carpets And Other Textile Floor Coverings,New Hampshire,2016 through November,"426,033"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2002,"8,026"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2003,"5,587"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2004,"89,897"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2005,"15,401"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2006,"20,313"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2011,"78,314"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2012,"17,815"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2013,"176,653"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2015,"6,130"
57 Carpets And Other Textile Floor Coverings,Rhode Island,2016 through November,"72,441"
57 Carpets And Other Textile Floor Coverings,Vermont,2010,"6,055"
57 Carpets And Other Textile Floor Coverings,Vermont,2012,"9,255"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2002,"265,974,102"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2003,"261,375,333"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2004,"342,906,166"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2005,"407,362,249"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2006,"392,299,345"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2007,"311,351,740"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2008,"241,995,560"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2009,"193,234,232"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2010,"205,728,743"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2011,"199,119,188"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2012,"200,514,621"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2013,"191,001,741"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2014,"202,187,428"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2015,"201,792,358"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,All States,2016 through November,"186,685,384"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2002,"40,430"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2003,"166,032"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2004,"57,763"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2005,"326,074"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2006,"486,144"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2007,"448,577"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2008,"145,293"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2009,"92,588"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2010,"385,964"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2011,"171,102"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2012,"217,388"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2013,"654,988"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2014,"195,509"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2015,"154,214"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Connecticut,2016 through November,"60,886"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2003,"4,546"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2005,"6,550"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2006,"31,423"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2007,"12,451"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2008,"8,732"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2009,"20,693"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2010,"31,633"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2011,"34,177"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2012,"137,770"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2013,"135,615"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2014,"99,256"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2015,"214,136"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2016 through November,"117,987"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2002,"203,946"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2003,"434,992"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2004,"4,142,139"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2005,"2,969,635"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2006,"1,641,302"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2007,"964,759"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2008,"759,152"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2009,"616,493"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2010,"974,594"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2011,"995,250"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2012,"1,112,074"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2013,"904,621"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2014,"988,660"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2015,"1,060,319"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2016 through November,"1,771,729"
