Commodity,State,Time,Total Value ($US)
All Commodities,All States,2002,"97,470,271,485"
All Commodities,All States,2003,"97,411,793,347"
All Commodities,All States,2004,"110,731,284,870"
All Commodities,All States,2005,"120,247,580,142"
All Commodities,All States,2006,"133,721,712,754"
All Commodities,All States,2007,"135,918,138,711"
All Commodities,All States,2008,"151,220,056,463"
All Commodities,All States,2009,"128,892,137,645"
All Commodities,All States,2010,"163,664,645,537"
All Commodities,All States,2011,"198,288,737,278"
All Commodities,All States,2012,"215,875,115,867"
All Commodities,All States,2013,"225,954,367,783"
All Commodities,All States,2014,"240,331,176,824"
All Commodities,All States,2015,"235,745,137,477"
All Commodities,All States,2016 through November,"211,848,666,960"
All Commodities,Connecticut,2002,"402,897,368"
All Commodities,Connecticut,2003,"476,519,406"
All Commodities,Connecticut,2004,"586,886,621"
All Commodities,Connecticut,2005,"560,170,713"
All Commodities,Connecticut,2006,"705,854,091"
All Commodities,Connecticut,2007,"784,863,676"
All Commodities,Connecticut,2008,"1,045,727,789"
All Commodities,Connecticut,2009,"757,021,828"
All Commodities,Connecticut,2010,"982,300,772"
All Commodities,Connecticut,2011,"1,101,755,143"
All Commodities,Connecticut,2012,"1,142,184,338"
All Commodities,Connecticut,2013,"1,213,260,576"
All Commodities,Connecticut,2014,"1,280,725,691"
All Commodities,Connecticut,2015,"1,319,126,998"
All Commodities,Connecticut,2016 through November,"975,846,908"
All Commodities,Maine,2002,"29,129,438"
All Commodities,Maine,2003,"24,101,121"
All Commodities,Maine,2004,"26,416,981"
All Commodities,Maine,2005,"33,005,131"
All Commodities,Maine,2006,"41,351,167"
All Commodities,Maine,2007,"29,096,574"
All Commodities,Maine,2008,"32,286,351"
All Commodities,Maine,2009,"43,132,829"
All Commodities,Maine,2010,"32,295,119"
All Commodities,Maine,2011,"28,290,063"
All Commodities,Maine,2012,"34,828,312"
All Commodities,Maine,2013,"42,653,576"
All Commodities,Maine,2014,"53,504,559"
All Commodities,Maine,2015,"59,551,925"
All Commodities,Maine,2016 through November,"42,348,278"
All Commodities,Massachusetts,2002,"569,184,560"
All Commodities,Massachusetts,2003,"702,152,099"
All Commodities,Massachusetts,2004,"755,059,806"
All Commodities,Massachusetts,2005,"781,969,090"
All Commodities,Massachusetts,2006,"824,287,815"
All Commodities,Massachusetts,2007,"995,503,009"
All Commodities,Massachusetts,2008,"1,162,834,835"
All Commodities,Massachusetts,2009,"902,390,162"
All Commodities,Massachusetts,2010,"1,273,049,048"
All Commodities,Massachusetts,2011,"1,437,437,585"
All Commodities,Massachusetts,2012,"1,608,839,987"
All Commodities,Massachusetts,2013,"1,861,419,740"
All Commodities,Massachusetts,2014,"2,317,848,939"
All Commodities,Massachusetts,2015,"2,622,529,698"
All Commodities,Massachusetts,2016 through November,"2,273,253,160"
All Commodities,New Hampshire,2002,"63,786,007"
All Commodities,New Hampshire,2003,"84,652,936"
All Commodities,New Hampshire,2004,"94,223,129"
All Commodities,New Hampshire,2005,"103,356,477"
All Commodities,New Hampshire,2006,"116,003,230"
All Commodities,New Hampshire,2007,"128,424,047"
All Commodities,New Hampshire,2008,"557,782,983"
All Commodities,New Hampshire,2009,"767,437,976"
All Commodities,New Hampshire,2010,"1,048,720,916"
All Commodities,New Hampshire,2011,"943,253,516"
All Commodities,New Hampshire,2012,"474,220,993"
All Commodities,New Hampshire,2013,"409,192,868"
All Commodities,New Hampshire,2014,"449,578,115"
All Commodities,New Hampshire,2015,"503,095,323"
All Commodities,New Hampshire,2016 through November,"405,517,937"
All Commodities,Rhode Island,2002,"75,085,351"
All Commodities,Rhode Island,2003,"66,771,733"
All Commodities,Rhode Island,2004,"65,210,762"
All Commodities,Rhode Island,2005,"68,028,885"
All Commodities,Rhode Island,2006,"103,513,536"
All Commodities,Rhode Island,2007,"71,141,717"
All Commodities,Rhode Island,2008,"82,451,589"
All Commodities,Rhode Island,2009,"83,808,523"
All Commodities,Rhode Island,2010,"136,360,072"
All Commodities,Rhode Island,2011,"158,473,415"
All Commodities,Rhode Island,2012,"150,239,498"
All Commodities,Rhode Island,2013,"166,195,236"
All Commodities,Rhode Island,2014,"195,344,506"
All Commodities,Rhode Island,2015,"180,609,200"
All Commodities,Rhode Island,2016 through November,"164,892,957"
All Commodities,Vermont,2002,"29,662,691"
All Commodities,Vermont,2003,"34,179,640"
All Commodities,Vermont,2004,"33,226,125"
All Commodities,Vermont,2005,"38,740,741"
All Commodities,Vermont,2006,"41,937,413"
All Commodities,Vermont,2007,"51,900,954"
All Commodities,Vermont,2008,"66,728,901"
All Commodities,Vermont,2009,"48,392,827"
All Commodities,Vermont,2010,"62,244,726"
All Commodities,Vermont,2011,"72,452,143"
All Commodities,Vermont,2012,"129,615,014"
All Commodities,Vermont,2013,"129,855,907"
All Commodities,Vermont,2014,"212,269,106"
All Commodities,Vermont,2015,"212,902,020"
All Commodities,Vermont,2016 through November,"121,122,005"
01 Live Animals,All States,2002,"141,384,391"
01 Live Animals,All States,2003,"69,766,258"
01 Live Animals,All States,2004,"68,153,091"
01 Live Animals,All States,2005,"68,118,646"
01 Live Animals,All States,2006,"64,610,378"
01 Live Animals,All States,2007,"91,660,228"
01 Live Animals,All States,2008,"127,010,642"
01 Live Animals,All States,2009,"88,421,082"
01 Live Animals,All States,2010,"106,090,427"
01 Live Animals,All States,2011,"105,990,041"
01 Live Animals,All States,2012,"110,395,613"
01 Live Animals,All States,2013,"146,415,524"
01 Live Animals,All States,2014,"156,610,065"
01 Live Animals,All States,2015,"130,716,305"
01 Live Animals,All States,2016 through November,"116,671,715"
01 Live Animals,Connecticut,2009,"22,400"
01 Live Animals,Connecticut,2010,"67,630"
01 Live Animals,Connecticut,2011,"120,659"
01 Live Animals,Connecticut,2013,"19,200"
01 Live Animals,Connecticut,2015,"22,494"
01 Live Animals,Connecticut,2016 through November,"68,160"
01 Live Animals,Maine,2003,"2,700"
01 Live Animals,Maine,2004,"2,600"
01 Live Animals,Maine,2005,"3,000"
01 Live Animals,Maine,2006,"3,500"
01 Live Animals,Maine,2007,"13,368"
01 Live Animals,Maine,2008,"9,098"
01 Live Animals,Maine,2009,"7,440"
01 Live Animals,Maine,2010,"563,636"
01 Live Animals,Maine,2011,"216,261"
01 Live Animals,Maine,2012,"5,435"
01 Live Animals,Maine,2013,"68,785"
01 Live Animals,Maine,2015,"12,801"
01 Live Animals,Maine,2016 through November,"7,592"
01 Live Animals,Massachusetts,2004,"2,548"
01 Live Animals,Massachusetts,2007,"1,062,880"
01 Live Animals,Massachusetts,2008,"2,303,126"
01 Live Animals,Massachusetts,2009,"10,452"
01 Live Animals,Massachusetts,2010,"9,336"
01 Live Animals,Massachusetts,2011,"205,201"
01 Live Animals,Massachusetts,2012,"16,963"
01 Live Animals,Massachusetts,2013,"12,021"
01 Live Animals,Massachusetts,2014,"16,531"
01 Live Animals,Massachusetts,2015,"4,806"
01 Live Animals,Massachusetts,2016 through November,"16,527"
01 Live Animals,New Hampshire,2005,"95,750"
01 Live Animals,New Hampshire,2006,"171,575"
01 Live Animals,New Hampshire,2007,"213,009"
01 Live Animals,New Hampshire,2014,"17,000"
01 Live Animals,Rhode Island,2011,"36,900"
01 Live Animals,Rhode Island,2016 through November,"19,379"
01 Live Animals,Vermont,2010,"11,520"
02 Meat And Edible Meat Offal,All States,2002,"1,132,867,776"
02 Meat And Edible Meat Offal,All States,2003,"1,251,678,050"
02 Meat And Edible Meat Offal,All States,2004,"1,261,768,046"
02 Meat And Edible Meat Offal,All States,2005,"1,564,846,459"
02 Meat And Edible Meat Offal,All States,2006,"1,777,749,744"
02 Meat And Edible Meat Offal,All States,2007,"1,713,942,688"
02 Meat And Edible Meat Offal,All States,2008,"2,108,768,809"
02 Meat And Edible Meat Offal,All States,2009,"2,056,113,823"
02 Meat And Edible Meat Offal,All States,2010,"2,303,900,641"
02 Meat And Edible Meat Offal,All States,2011,"2,698,021,248"
02 Meat And Edible Meat Offal,All States,2012,"2,769,695,522"
02 Meat And Edible Meat Offal,All States,2013,"3,046,860,552"
02 Meat And Edible Meat Offal,All States,2014,"3,699,584,309"
02 Meat And Edible Meat Offal,All States,2015,"3,062,982,392"
02 Meat And Edible Meat Offal,All States,2016 through November,"2,684,849,094"
02 Meat And Edible Meat Offal,Connecticut,2003,"110,956"
02 Meat And Edible Meat Offal,Connecticut,2004,"91,586"
02 Meat And Edible Meat Offal,Connecticut,2005,"42,012"
02 Meat And Edible Meat Offal,Connecticut,2006,"710,614"
02 Meat And Edible Meat Offal,Connecticut,2007,"160,095"
02 Meat And Edible Meat Offal,Connecticut,2008,"271,113"
02 Meat And Edible Meat Offal,Connecticut,2009,"116,527"
02 Meat And Edible Meat Offal,Connecticut,2010,"500,878"
02 Meat And Edible Meat Offal,Connecticut,2011,"327,489"
02 Meat And Edible Meat Offal,Connecticut,2012,"5,470"
02 Meat And Edible Meat Offal,Connecticut,2013,"101,276"
02 Meat And Edible Meat Offal,Connecticut,2014,"15,103"
02 Meat And Edible Meat Offal,Connecticut,2015,"177,380"
02 Meat And Edible Meat Offal,Connecticut,2016 through November,"114,144"
02 Meat And Edible Meat Offal,Maine,2003,"48,127"
02 Meat And Edible Meat Offal,Maine,2004,"37,881"
02 Meat And Edible Meat Offal,Maine,2005,"86,119"
02 Meat And Edible Meat Offal,Maine,2006,"27,548"
02 Meat And Edible Meat Offal,Maine,2009,"110,200"
02 Meat And Edible Meat Offal,Maine,2010,"100,160"
02 Meat And Edible Meat Offal,Maine,2011,"4,874"
02 Meat And Edible Meat Offal,Maine,2012,"40,000"
02 Meat And Edible Meat Offal,Maine,2013,"81,945"
02 Meat And Edible Meat Offal,Maine,2014,"33,546"
02 Meat And Edible Meat Offal,Maine,2015,"78,400"
02 Meat And Edible Meat Offal,Massachusetts,2002,"498,789"
02 Meat And Edible Meat Offal,Massachusetts,2003,"127,788"
02 Meat And Edible Meat Offal,Massachusetts,2004,"247,121"
02 Meat And Edible Meat Offal,Massachusetts,2005,"348,249"
02 Meat And Edible Meat Offal,Massachusetts,2006,"162,655"
02 Meat And Edible Meat Offal,Massachusetts,2007,"56,666"
02 Meat And Edible Meat Offal,Massachusetts,2008,"94,214"
02 Meat And Edible Meat Offal,Massachusetts,2009,"44,190"
02 Meat And Edible Meat Offal,Massachusetts,2010,"217,123"
02 Meat And Edible Meat Offal,Massachusetts,2011,"284,527"
02 Meat And Edible Meat Offal,Massachusetts,2012,"291,328"
02 Meat And Edible Meat Offal,Massachusetts,2013,"1,311,641"
02 Meat And Edible Meat Offal,Massachusetts,2014,"398,055"
02 Meat And Edible Meat Offal,Massachusetts,2015,"315,054"
02 Meat And Edible Meat Offal,Massachusetts,2016 through November,"130,777"
02 Meat And Edible Meat Offal,New Hampshire,2010,"68,875"
02 Meat And Edible Meat Offal,Rhode Island,2007,"155,800"
02 Meat And Edible Meat Offal,Rhode Island,2010,"67,368"
02 Meat And Edible Meat Offal,Rhode Island,2011,"37,375"
02 Meat And Edible Meat Offal,Rhode Island,2012,"39,090"
02 Meat And Edible Meat Offal,Rhode Island,2013,"19,851"
02 Meat And Edible Meat Offal,Rhode Island,2014,"64,513"
02 Meat And Edible Meat Offal,Rhode Island,2015,"92,967"
02 Meat And Edible Meat Offal,Rhode Island,2016 through November,"55,391"
02 Meat And Edible Meat Offal,Vermont,2005,"19,462"
02 Meat And Edible Meat Offal,Vermont,2006,"41,455"
02 Meat And Edible Meat Offal,Vermont,2008,"39,900"
02 Meat And Edible Meat Offal,Vermont,2009,"68,140"
02 Meat And Edible Meat Offal,Vermont,2012,"17,994"
02 Meat And Edible Meat Offal,Vermont,2013,"13,464"
02 Meat And Edible Meat Offal,Vermont,2014,"91,184"
02 Meat And Edible Meat Offal,Vermont,2015,"465,218"
02 Meat And Edible Meat Offal,Vermont,2016 through November,"16,800"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2002,"45,292,670"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2003,"55,424,003"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2004,"44,850,367"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2005,"48,602,871"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2006,"43,278,659"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2007,"37,241,795"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2008,"41,550,005"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2009,"28,288,056"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2010,"23,961,154"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2011,"24,823,169"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2012,"22,849,684"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2013,"23,067,658"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2014,"23,732,112"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2015,"21,872,371"
"03 Fish, Crustaceans & Aquatic Invertebrates",All States,2016 through November,"38,834,171"
"03 Fish, Crustaceans & Aquatic Invertebrates",Connecticut,2009,"3,825"
"03 Fish, Crustaceans & Aquatic Invertebrates",Connecticut,2016 through November,"42,792"
"03 Fish, Crustaceans & Aquatic Invertebrates",Maine,2002,"6,984"
"03 Fish, Crustaceans & Aquatic Invertebrates",Maine,2008,"78,624"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2002,"524,558"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2003,"163,098"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2004,"411,115"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2005,"259,548"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2006,"92,837"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2007,"760,931"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2008,"1,091,159"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2009,"1,567,045"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2010,"1,791,091"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2011,"1,419,583"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2012,"400,656"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2013,"792,737"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2014,"783,870"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2015,"412,742"
"03 Fish, Crustaceans & Aquatic Invertebrates",Massachusetts,2016 through November,"389,485"
"03 Fish, Crustaceans & Aquatic Invertebrates",New Hampshire,2005,"16,800"
"03 Fish, Crustaceans & Aquatic Invertebrates",New Hampshire,2006,"65,990"
"03 Fish, Crustaceans & Aquatic Invertebrates",New Hampshire,2007,"30,484"
"03 Fish, Crustaceans & Aquatic Invertebrates",New Hampshire,2008,"65,261"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2002,"48,732"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2003,"453,125"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2004,"347,215"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2005,"504,261"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2006,"511,281"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2007,"67,403"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2008,"1,129,644"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2009,"307,317"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2010,"174,721"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2011,"199,501"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2012,"149,176"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2013,"779,504"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2014,"222,408"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2015,"268,225"
"03 Fish, Crustaceans & Aquatic Invertebrates",Rhode Island,2016 through November,"229,373"
"03 Fish, Crustaceans & Aquatic Invertebrates",Vermont,2006,"33,617"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2002,"183,299,975"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2003,"230,848,015"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2004,"315,689,265"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2005,"402,460,644"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2006,"391,425,272"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2007,"737,149,033"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2008,"822,913,337"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2009,"583,670,635"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2010,"764,639,921"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2011,"1,078,045,500"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2012,"1,165,163,756"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2013,"1,459,903,035"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2014,"1,646,347,412"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2015,"1,307,507,559"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,All States,2016 through November,"1,155,916,070"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2002,"10,776"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2007,"63,163"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2009,"50,250"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2010,"244,800"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2012,"74,443"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2014,"490,394"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2015,"163,518"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Connecticut,2016 through November,"193,780"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Maine,2010,"120,267"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Maine,2012,"20,977"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Maine,2014,"27,688"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Maine,2015,"27,354"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2002,"262,747"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2004,"116,250"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2005,"401,220"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2006,"672,982"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2007,"244,908"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2008,"3,284,671"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2009,"9,160,044"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2010,"21,851,132"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2011,"19,088,770"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2012,"27,678,671"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2013,"443,770"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Massachusetts,2016 through November,"322,347"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,New Hampshire,2005,"25,790"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,New Hampshire,2006,"147,726"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,New Hampshire,2008,"66,700"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,New Hampshire,2009,"302,332"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,New Hampshire,2010,"167,112"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,New Hampshire,2011,"60,546"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Rhode Island,2007,"27,948"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Rhode Island,2008,"22,242"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2002,"190,714"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2006,"122,884"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2007,"32,050"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2008,"322,081"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2009,"424,678"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2010,"1,843,988"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2011,"5,381,598"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2012,"1,623,434"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2013,"10,152,896"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2014,"22,534,567"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2015,"24,970,316"
04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi,Vermont,2016 through November,"11,870,152"
"05 Products Of Animal Origin, Nesoi",All States,2002,"239,060,972"
"05 Products Of Animal Origin, Nesoi",All States,2003,"255,231,246"
"05 Products Of Animal Origin, Nesoi",All States,2004,"237,838,049"
"05 Products Of Animal Origin, Nesoi",All States,2005,"316,229,288"
"05 Products Of Animal Origin, Nesoi",All States,2006,"376,150,238"
"05 Products Of Animal Origin, Nesoi",All States,2007,"429,968,390"
"05 Products Of Animal Origin, Nesoi",All States,2008,"524,508,323"
"05 Products Of Animal Origin, Nesoi",All States,2009,"134,909,146"
"05 Products Of Animal Origin, Nesoi",All States,2010,"115,038,474"
"05 Products Of Animal Origin, Nesoi",All States,2011,"139,787,401"
"05 Products Of Animal Origin, Nesoi",All States,2012,"159,074,861"
"05 Products Of Animal Origin, Nesoi",All States,2013,"187,023,719"
"05 Products Of Animal Origin, Nesoi",All States,2014,"220,148,141"
"05 Products Of Animal Origin, Nesoi",All States,2015,"230,677,283"
"05 Products Of Animal Origin, Nesoi",All States,2016 through November,"187,119,272"
"05 Products Of Animal Origin, Nesoi",Connecticut,2003,"281,531"
"05 Products Of Animal Origin, Nesoi",Connecticut,2004,"292,426"
"05 Products Of Animal Origin, Nesoi",Connecticut,2007,"54,180"
"05 Products Of Animal Origin, Nesoi",Connecticut,2008,"66,156"
"05 Products Of Animal Origin, Nesoi",Connecticut,2009,"40,824"
"05 Products Of Animal Origin, Nesoi",Connecticut,2010,"4,024"
"05 Products Of Animal Origin, Nesoi",Connecticut,2011,"3,285"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2002,"14,490"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2003,"4,000"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2005,"21,420"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2006,"18,614"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2008,"5,565"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2010,"53,006"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2011,"35,586"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2012,"17,374"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2013,"129,727"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2014,"306,033"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2015,"1,269,862"
"05 Products Of Animal Origin, Nesoi",Massachusetts,2016 through November,"738,269"
"05 Products Of Animal Origin, Nesoi",New Hampshire,2015,"52,771"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2009,"40,879"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2011,"8,639"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2012,"30,391"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2013,"45,426"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2014,"47,163"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2015,"34,580"
"05 Products Of Animal Origin, Nesoi",Rhode Island,2016 through November,"38,544"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2002,"22,270,388"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2003,"25,170,037"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2004,"22,800,263"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2005,"25,329,965"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2006,"26,994,617"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2007,"27,597,841"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2008,"37,410,553"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2009,"31,360,429"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2010,"30,947,026"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2011,"47,922,525"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2012,"55,401,910"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2013,"62,172,030"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2014,"63,272,951"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2015,"64,208,805"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",All States,2016 through November,"58,627,249"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Connecticut,2003,"9,855"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Connecticut,2008,"17,593"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2002,"8,000"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2003,"13,500"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2006,"9,311"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2008,"34,024"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2009,"33,001"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2010,"25,188"
"06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.",Massachusetts,2011,"306,179"
