Commodity,State,Time,Total Value ($US)
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Maine,2008,"152,289"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2008,"2,260,236"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2009,"2,230,764"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2010,"2,190,347"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2011,"2,597,368"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2012,"2,719,142"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2013,"3,456,670"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2014,"3,219,908"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2015,"2,486,754"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Massachusetts,2016 through November,"3,812,596"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,New Hampshire,2008,"10,311"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,New Hampshire,2009,"8,729"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,New Hampshire,2013,"2,882"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2008,"88,696"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2009,"90,403"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2010,"125,445"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2011,"77,136"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2012,"94,180"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2013,"65,025"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2014,"76,224"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2015,"17,994"
28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd,Vermont,2016 through November,"19,768"
29 Organic Chemicals,All States,2008,"370,421,525"
29 Organic Chemicals,All States,2009,"313,534,654"
29 Organic Chemicals,All States,2010,"419,506,095"
29 Organic Chemicals,All States,2011,"481,716,262"
29 Organic Chemicals,All States,2012,"467,640,290"
29 Organic Chemicals,All States,2013,"516,210,083"
29 Organic Chemicals,All States,2014,"586,168,268"
29 Organic Chemicals,All States,2015,"595,433,563"
29 Organic Chemicals,All States,2016 through November,"506,197,762"
29 Organic Chemicals,Connecticut,2008,"112,952"
29 Organic Chemicals,Connecticut,2010,"104,123"
29 Organic Chemicals,Connecticut,2011,"15,846"
29 Organic Chemicals,Connecticut,2013,"31,100"
29 Organic Chemicals,Connecticut,2014,"233,359"
29 Organic Chemicals,Connecticut,2015,"26,493"
29 Organic Chemicals,Connecticut,2016 through November,"281,318"
29 Organic Chemicals,Maine,2008,"180,207"
29 Organic Chemicals,Maine,2010,"439,917"
29 Organic Chemicals,Maine,2011,"698,571"
29 Organic Chemicals,Maine,2012,"177,577"
29 Organic Chemicals,Massachusetts,2008,"754,116"
29 Organic Chemicals,Massachusetts,2009,"387,080"
29 Organic Chemicals,Massachusetts,2010,"997,540"
29 Organic Chemicals,Massachusetts,2011,"12,712,813"
29 Organic Chemicals,Massachusetts,2012,"5,919,865"
29 Organic Chemicals,Massachusetts,2013,"3,562,792"
29 Organic Chemicals,Massachusetts,2014,"19,379,408"
29 Organic Chemicals,Massachusetts,2015,"11,255,923"
29 Organic Chemicals,Massachusetts,2016 through November,"4,541,496"
29 Organic Chemicals,New Hampshire,2012,"4,833"
29 Organic Chemicals,New Hampshire,2013,"2,858"
29 Organic Chemicals,New Hampshire,2016 through November,"39,713"
29 Organic Chemicals,Rhode Island,2010,"898,859"
29 Organic Chemicals,Rhode Island,2011,"204,098"
29 Organic Chemicals,Rhode Island,2013,"231,731"
29 Organic Chemicals,Rhode Island,2014,"241,401"
29 Organic Chemicals,Rhode Island,2015,"1,135,187"
29 Organic Chemicals,Rhode Island,2016 through November,"922,140"
29 Organic Chemicals,Vermont,2013,"7,039"
30 Pharmaceutical Products,All States,2008,"230,337,291"
30 Pharmaceutical Products,All States,2009,"236,544,973"
30 Pharmaceutical Products,All States,2010,"260,070,789"
30 Pharmaceutical Products,All States,2011,"365,757,624"
30 Pharmaceutical Products,All States,2012,"336,410,752"
30 Pharmaceutical Products,All States,2013,"304,446,221"
30 Pharmaceutical Products,All States,2014,"351,034,405"
30 Pharmaceutical Products,All States,2015,"359,590,535"
30 Pharmaceutical Products,All States,2016 through November,"360,598,395"
30 Pharmaceutical Products,Connecticut,2008,"535,374"
30 Pharmaceutical Products,Connecticut,2009,"4,436"
30 Pharmaceutical Products,Connecticut,2012,"30,682"
30 Pharmaceutical Products,Connecticut,2015,"1,491,145"
30 Pharmaceutical Products,Connecticut,2016 through November,"5,795,041"
30 Pharmaceutical Products,Maine,2015,"29,738"
30 Pharmaceutical Products,Massachusetts,2008,"8,520,706"
30 Pharmaceutical Products,Massachusetts,2009,"9,272,979"
30 Pharmaceutical Products,Massachusetts,2010,"18,623,235"
30 Pharmaceutical Products,Massachusetts,2011,"21,323,378"
30 Pharmaceutical Products,Massachusetts,2012,"19,840,210"
30 Pharmaceutical Products,Massachusetts,2013,"16,936,553"
30 Pharmaceutical Products,Massachusetts,2014,"17,173,837"
30 Pharmaceutical Products,Massachusetts,2015,"1,399,169"
30 Pharmaceutical Products,Massachusetts,2016 through November,"229,671"
30 Pharmaceutical Products,Rhode Island,2008,"634,500"
30 Pharmaceutical Products,Rhode Island,2009,"3,932,301"
30 Pharmaceutical Products,Rhode Island,2010,"6,629,839"
30 Pharmaceutical Products,Rhode Island,2011,"7,645,286"
30 Pharmaceutical Products,Rhode Island,2012,"6,020,730"
30 Pharmaceutical Products,Rhode Island,2013,"5,858,343"
30 Pharmaceutical Products,Rhode Island,2014,"6,434,640"
30 Pharmaceutical Products,Rhode Island,2015,"5,465,010"
30 Pharmaceutical Products,Rhode Island,2016 through November,"4,668,964"
31 Fertilizers,All States,2008,"53,571,603"
31 Fertilizers,All States,2009,"21,018,468"
31 Fertilizers,All States,2010,"40,271,128"
31 Fertilizers,All States,2011,"50,683,820"
31 Fertilizers,All States,2012,"60,604,997"
31 Fertilizers,All States,2013,"57,283,693"
31 Fertilizers,All States,2014,"83,722,630"
31 Fertilizers,All States,2015,"48,139,665"
31 Fertilizers,All States,2016 through November,"36,110,708"
31 Fertilizers,Connecticut,2013,"178,860"
31 Fertilizers,Connecticut,2014,"73,920"
31 Fertilizers,Connecticut,2015,"325,393"
31 Fertilizers,Massachusetts,2014,"599,481"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2008,"152,774,380"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2009,"142,080,593"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2010,"163,154,872"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2011,"184,702,112"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2012,"217,531,308"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2013,"209,818,246"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2014,"223,369,440"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2015,"203,178,827"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",All States,2016 through November,"200,887,836"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2008,"4,765,926"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2009,"7,641,846"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2010,"9,188,403"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2011,"9,030,150"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2012,"5,664,547"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2013,"37,100"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2014,"31,872"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2015,"84,611"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Connecticut,2016 through November,"104,055"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Maine,2008,"3,300"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Maine,2010,"3,872"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Maine,2014,"378,700"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Maine,2015,"339,304"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Maine,2016 through November,"281,847"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2008,"1,274,887"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2009,"2,830,475"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2010,"5,310,493"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2011,"6,613,074"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2012,"7,328,236"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2013,"7,973,435"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2014,"8,900,445"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2015,"6,659,161"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Massachusetts,2016 through November,"5,261,143"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2008,"754,838"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2009,"694,478"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2010,"970,649"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2011,"1,106,576"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2012,"1,392,138"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2013,"1,534,772"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2014,"1,463,526"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2015,"1,481,348"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",New Hampshire,2016 through November,"1,146,379"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2008,"629,728"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2009,"171,356"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2010,"123,698"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2011,"38,302"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2012,"9,920"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2013,"9,920"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Rhode Island,2014,"5,000"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Vermont,2008,"46,686"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Vermont,2012,"3,643"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Vermont,2014,"4,223"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Vermont,2015,"8,258"
"32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks",Vermont,2016 through November,"11,505"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2008,"336,142,007"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2009,"432,318,366"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2010,"527,897,492"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2011,"603,116,745"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2012,"756,828,653"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2013,"959,599,561"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2014,"986,694,020"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2015,"977,786,931"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",All States,2016 through November,"889,959,792"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2008,"7,343,446"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2009,"5,190,180"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2010,"10,271,428"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2011,"14,087,275"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2012,"7,947,755"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2013,"6,953,154"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2014,"111,545"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2015,"12,365,864"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Connecticut,2016 through November,"54,983,703"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Maine,2016 through November,"8,152"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2008,"56,611"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2009,"23,590"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2010,"34,109"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2011,"2,484,027"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2012,"3,070,695"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2013,"3,720,475"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2014,"3,620,229"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2015,"4,964,688"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Massachusetts,2016 through November,"5,996,717"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2008,"12,168"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2009,"6,000"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2010,"24,024"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2011,"3,510"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2012,"18,823"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2013,"5,535"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Rhode Island,2015,"25,412"
"33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps",Vermont,2015,"3,071"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2008,"395,274,691"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2009,"291,151,065"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2010,"306,746,316"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2011,"352,421,583"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2012,"329,363,390"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2013,"366,482,138"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2014,"375,209,546"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2015,"396,124,634"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",All States,2016 through November,"357,742,341"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2008,"56,037"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2009,"97,346"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2010,"53,527"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2011,"33,060"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2012,"13,777"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2013,"17,060"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2014,"80,555"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2015,"4,235,891"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Connecticut,2016 through November,"15,816,637"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Maine,2008,"8,712"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2008,"78,720"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2009,"21,808"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2010,"55,267"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2011,"232,615"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2012,"13,574"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2013,"487,726"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2014,"441,840"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2015,"651,587"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Massachusetts,2016 through November,"363,051"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2008,"357,955"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2009,"453,238"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2010,"32,924"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2011,"195,838"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2012,"181,537"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2013,"195,179"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2014,"395,132"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2015,"265,613"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",New Hampshire,2016 through November,"71,644"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Rhode Island,2008,"45,192"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Rhode Island,2013,"800,144"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Rhode Island,2014,"840,842"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Rhode Island,2015,"278,353"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Rhode Island,2016 through November,"69,036"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Vermont,2008,"42,163"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Vermont,2009,"22,241"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Vermont,2010,"20,689"
"34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps",Vermont,2013,"24,867"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2008,"39,956,161"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2009,"41,682,137"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2010,"42,347,714"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2011,"43,969,840"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2012,"41,952,217"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2013,"64,444,083"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2014,"58,158,766"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2015,"50,144,140"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,All States,2016 through November,"55,313,695"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2008,"2,395"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2009,"7,571"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2010,"10,659"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2011,"179,044"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2012,"68,206"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2013,"692,060"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2014,"756,720"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Connecticut,2015,"1,439,893"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2008,"2,269"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2009,"648,495"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2010,"682,053"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2011,"342,774"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2012,"7,251"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2013,"4,484"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2014,"279,629"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2015,"286,323"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Massachusetts,2016 through November,"215,701"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2008,"20,575"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2009,"13,395"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2010,"63,942"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2011,"36,135"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2012,"38,610"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2013,"48,708"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2014,"37,323"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2015,"72,461"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,New Hampshire,2016 through November,"37,289"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Rhode Island,2008,"2,519"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Rhode Island,2009,"3,495"
35 Albuminoidal Subst; Modified Starch; Glue; Enzymes,Vermont,2014,"4,110"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2008,"91,340,497"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2009,"70,302,435"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2010,"77,933,262"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2011,"87,926,814"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2012,"77,155,887"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2013,"79,434,531"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2014,"79,314,707"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2015,"75,371,331"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,All States,2016 through November,"68,012,843"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2008,"106,495"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2009,"274,984"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2010,"163,250"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2011,"111,638"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2012,"109,257"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2014,"102,268"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2015,"49,255"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Connecticut,2016 through November,"25,700"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Maine,2013,"48,638"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Maine,2015,"48,638"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,New Hampshire,2010,"31,882"
36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc,Vermont,2009,"45,230"
37 Photographic Or Cinematographic Goods,All States,2008,"92,897,286"
37 Photographic Or Cinematographic Goods,All States,2009,"87,127,593"
37 Photographic Or Cinematographic Goods,All States,2010,"75,293,178"
37 Photographic Or Cinematographic Goods,All States,2011,"63,090,203"
37 Photographic Or Cinematographic Goods,All States,2012,"58,322,868"
37 Photographic Or Cinematographic Goods,All States,2013,"51,123,688"
37 Photographic Or Cinematographic Goods,All States,2014,"47,795,587"
37 Photographic Or Cinematographic Goods,All States,2015,"41,207,009"
37 Photographic Or Cinematographic Goods,All States,2016 through November,"25,001,085"
37 Photographic Or Cinematographic Goods,Massachusetts,2008,"2,433,846"
37 Photographic Or Cinematographic Goods,Massachusetts,2009,"22,750"
37 Photographic Or Cinematographic Goods,New Hampshire,2016 through November,"10,705"
38 Miscellaneous Chemical Products,All States,2008,"316,114,935"
38 Miscellaneous Chemical Products,All States,2009,"235,911,247"
38 Miscellaneous Chemical Products,All States,2010,"308,628,841"
38 Miscellaneous Chemical Products,All States,2011,"350,840,472"
38 Miscellaneous Chemical Products,All States,2012,"396,162,263"
38 Miscellaneous Chemical Products,All States,2013,"427,041,523"
38 Miscellaneous Chemical Products,All States,2014,"503,931,787"
38 Miscellaneous Chemical Products,All States,2015,"476,658,731"
38 Miscellaneous Chemical Products,All States,2016 through November,"417,610,105"
38 Miscellaneous Chemical Products,Connecticut,2008,"3,280,203"
38 Miscellaneous Chemical Products,Connecticut,2009,"7,754,869"
38 Miscellaneous Chemical Products,Connecticut,2010,"10,766,102"
38 Miscellaneous Chemical Products,Connecticut,2011,"13,706,698"
38 Miscellaneous Chemical Products,Connecticut,2012,"24,286,253"
38 Miscellaneous Chemical Products,Connecticut,2013,"33,447,079"
38 Miscellaneous Chemical Products,Connecticut,2014,"41,811,769"
38 Miscellaneous Chemical Products,Connecticut,2015,"38,485,280"
38 Miscellaneous Chemical Products,Connecticut,2016 through November,"37,754,879"
38 Miscellaneous Chemical Products,Maine,2008,"158,082"
38 Miscellaneous Chemical Products,Maine,2010,"7,000"
38 Miscellaneous Chemical Products,Massachusetts,2008,"955,613"
38 Miscellaneous Chemical Products,Massachusetts,2009,"787,259"
