Commodity,State,Time,Total Value ($US)
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Maine,2015,"31,834"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2008,"161,912"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2009,"307,010"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2010,"217,933"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2011,"78,064"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2012,"22,867"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2013,"224,007"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2014,"43,540"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Massachusetts,2016 through November,"13,908"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2008,"2,010"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2009,"1,817"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2010,300
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2011,"5,153"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2012,"1,851"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2013,330
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2015,"2,748"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,New Hampshire,2016 through November,"3,250"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2008,"483,135"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2009,"250,217"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2010,"109,635"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2011,"127,389"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2012,"302,577"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2013,"123,268"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2014,"399,069"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2015,"561,894"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Rhode Island,2016 through November,"550,782"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Vermont,2008,"2,701"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Vermont,2010,"20,006"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Vermont,2011,"13,749"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Vermont,2012,"1,492"
58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc,Vermont,2015,437
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2008,"197,208,703"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2009,"215,292,909"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2010,"241,914,975"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2011,"235,897,352"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2012,"246,808,463"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2013,"263,972,489"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2014,"296,806,613"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2015,"280,643,967"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,All States,2016 through November,"274,266,647"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2008,"7,117"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2009,"5,349"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2010,"148,717"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2011,"441,585"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2012,"2,440,546"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2013,"2,642,662"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2014,"2,257,711"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2015,"2,554,787"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Connecticut,2016 through November,"2,402,131"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2009,"190,016"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2010,"731,892"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2011,"898,034"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2012,"22,241"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2013,"592,874"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2014,"1,515,003"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2015,"408,194"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Maine,2016 through November,"597,499"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2008,"2,966,950"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2009,"2,384,191"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2010,"2,498,420"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2011,"1,076,273"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2012,"2,310,526"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2013,"1,387,711"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2014,"1,052,466"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2015,"845,769"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Massachusetts,2016 through November,"476,390"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2008,"69,898"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2009,"131,035"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2010,"1,556,902"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2011,"198,995"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2012,"143,777"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2013,"5,483,897"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2014,"6,252,784"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2015,"3,633,279"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,New Hampshire,2016 through November,"13,009,841"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2008,"191,199"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2009,"112,845"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2010,"155,652"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2011,"146,636"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2012,"424,374"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2013,"2,217,720"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2014,"2,113,563"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2015,"2,293,561"
59 Impregnated Etc Text Fabrics; Tex Art For Industry,Rhode Island,2016 through November,"1,807,358"
60 Knitted Or Crocheted Fabrics,All States,2008,"50,193,236"
60 Knitted Or Crocheted Fabrics,All States,2009,"29,220,030"
60 Knitted Or Crocheted Fabrics,All States,2010,"21,854,205"
60 Knitted Or Crocheted Fabrics,All States,2011,"20,427,477"
60 Knitted Or Crocheted Fabrics,All States,2012,"14,442,468"
60 Knitted Or Crocheted Fabrics,All States,2013,"16,500,252"
60 Knitted Or Crocheted Fabrics,All States,2014,"18,624,655"
60 Knitted Or Crocheted Fabrics,All States,2015,"22,460,962"
60 Knitted Or Crocheted Fabrics,All States,2016 through November,"22,391,310"
60 Knitted Or Crocheted Fabrics,Connecticut,2008,"79,063"
60 Knitted Or Crocheted Fabrics,Connecticut,2009,"87,810"
60 Knitted Or Crocheted Fabrics,Connecticut,2010,"27,172"
60 Knitted Or Crocheted Fabrics,Connecticut,2013,398
60 Knitted Or Crocheted Fabrics,Connecticut,2015,"7,201"
60 Knitted Or Crocheted Fabrics,Maine,2009,"3,472"
60 Knitted Or Crocheted Fabrics,Massachusetts,2008,"26,361"
60 Knitted Or Crocheted Fabrics,Massachusetts,2009,"23,918"
60 Knitted Or Crocheted Fabrics,Massachusetts,2010,"57,221"
60 Knitted Or Crocheted Fabrics,Massachusetts,2011,"88,918"
60 Knitted Or Crocheted Fabrics,Massachusetts,2012,"63,169"
60 Knitted Or Crocheted Fabrics,Massachusetts,2013,"161,031"
60 Knitted Or Crocheted Fabrics,Massachusetts,2014,"632,287"
60 Knitted Or Crocheted Fabrics,Massachusetts,2015,"117,253"
60 Knitted Or Crocheted Fabrics,Massachusetts,2016 through November,"22,758"
60 Knitted Or Crocheted Fabrics,New Hampshire,2008,"22,058"
60 Knitted Or Crocheted Fabrics,New Hampshire,2009,"80,586"
60 Knitted Or Crocheted Fabrics,New Hampshire,2010,"62,155"
60 Knitted Or Crocheted Fabrics,New Hampshire,2011,"66,976"
60 Knitted Or Crocheted Fabrics,New Hampshire,2012,"41,664"
60 Knitted Or Crocheted Fabrics,New Hampshire,2013,"44,848"
60 Knitted Or Crocheted Fabrics,New Hampshire,2014,"3,288"
60 Knitted Or Crocheted Fabrics,New Hampshire,2015,546
60 Knitted Or Crocheted Fabrics,Rhode Island,2008,"6,029"
60 Knitted Or Crocheted Fabrics,Rhode Island,2009,"4,599"
60 Knitted Or Crocheted Fabrics,Rhode Island,2010,"10,498"
60 Knitted Or Crocheted Fabrics,Rhode Island,2012,"132,737"
60 Knitted Or Crocheted Fabrics,Rhode Island,2013,"50,307"
60 Knitted Or Crocheted Fabrics,Rhode Island,2015,300
60 Knitted Or Crocheted Fabrics,Vermont,2012,"5,243"
60 Knitted Or Crocheted Fabrics,Vermont,2014,"1,573"
60 Knitted Or Crocheted Fabrics,Vermont,2015,"3,290"
60 Knitted Or Crocheted Fabrics,Vermont,2016 through November,"2,348"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2008,"1,596,038,298"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2009,"1,273,801,442"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2010,"1,343,816,568"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2011,"1,421,682,068"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2012,"1,316,197,938"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2013,"1,325,416,729"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2014,"1,347,938,465"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2015,"1,285,635,710"
"61 Apparel Articles And Accessories, Knit Or Crochet",All States,2016 through November,"1,201,273,619"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2008,"36,933,976"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2009,"42,515,475"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2010,"36,179,855"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2011,"35,681,820"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2012,"20,119,043"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2013,"22,593,461"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2014,"6,498,116"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2015,"279,694"
"61 Apparel Articles And Accessories, Knit Or Crochet",Connecticut,2016 through November,"33,197"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2008,"6,092"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2009,"13,783"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2010,"33,824"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2011,"34,349"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2012,"87,599"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2013,"30,181"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2014,"25,015"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2015,"16,062"
"61 Apparel Articles And Accessories, Knit Or Crochet",Maine,2016 through November,"25,848"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2008,"3,886,426"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2009,"4,020,449"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2010,"6,279,441"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2011,"3,729,474"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2012,"2,074,787"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2013,"5,176,702"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2014,"5,355,849"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2015,"4,644,731"
"61 Apparel Articles And Accessories, Knit Or Crochet",Massachusetts,2016 through November,"7,255,768"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2008,"361,118"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2009,"41,629"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2010,"103,687"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2011,"54,800"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2012,"57,966"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2013,"40,843"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2014,"23,657"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2015,"49,988"
"61 Apparel Articles And Accessories, Knit Or Crochet",New Hampshire,2016 through November,"38,329"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2008,"3,053"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2009,"15,467"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2010,"34,583"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2011,"139,893"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2012,"20,376"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2013,"6,445"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2014,"2,357"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2015,"51,315"
"61 Apparel Articles And Accessories, Knit Or Crochet",Rhode Island,2016 through November,"95,289"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2008,"6,971,346"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2009,"3,717,972"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2010,"5,266,252"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2011,"9,361,838"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2012,"4,341,577"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2013,"2,197,635"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2014,"2,642,165"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2015,"2,539,648"
"61 Apparel Articles And Accessories, Knit Or Crochet",Vermont,2016 through November,"1,927,556"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2008,"2,532,879,659"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2009,"2,208,131,113"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2010,"2,326,102,954"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2011,"2,541,690,816"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2012,"2,528,194,778"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2013,"2,490,137,372"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2014,"2,508,775,128"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2015,"2,402,786,059"
"62 Apparel Articles And Accessories, Not Knit Etc.",All States,2016 through November,"2,037,624,639"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2008,"4,492,428"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2009,"5,326,869"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2010,"8,018,660"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2011,"7,991,445"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2012,"9,501,681"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2013,"8,139,142"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2014,"1,452,270"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2015,"7,256"
"62 Apparel Articles And Accessories, Not Knit Etc.",Connecticut,2016 through November,"306,859"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2008,"13,355,650"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2009,"19,984,284"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2010,"14,166,505"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2011,"11,560,633"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2012,"13,227,887"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2013,"12,030,147"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2014,"14,391,708"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2015,"17,156,235"
"62 Apparel Articles And Accessories, Not Knit Etc.",Maine,2016 through November,"13,966,881"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2008,"58,728,824"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2009,"47,849,215"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2010,"59,114,763"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2011,"10,945,422"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2012,"14,495,675"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2013,"15,108,331"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2014,"13,068,920"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2015,"15,752,987"
"62 Apparel Articles And Accessories, Not Knit Etc.",Massachusetts,2016 through November,"14,615,456"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2008,"4,276"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2009,"1,497,190"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2010,"945,683"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2011,"1,166,908"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2012,"1,033,475"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2013,"2,044,486"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2014,"640,666"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2015,"454,361"
"62 Apparel Articles And Accessories, Not Knit Etc.",New Hampshire,2016 through November,"826,328"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2008,"6,351"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2009,"366,216"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2010,"239,745"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2012,"11,197"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2013,"2,958"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2014,"514,580"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2015,"964,798"
"62 Apparel Articles And Accessories, Not Knit Etc.",Rhode Island,2016 through November,"1,030,589"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2008,"3,332,933"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2009,"7,018"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2010,"739,496"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2011,"7,830,916"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2012,"6,330,414"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2013,"2,307,393"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2014,"3,886,528"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2015,"3,279,053"
"62 Apparel Articles And Accessories, Not Knit Etc.",Vermont,2016 through November,"6,866,099"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2008,"596,794,618"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2009,"620,815,730"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2010,"656,876,689"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2011,"697,736,504"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2012,"722,654,064"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2013,"752,308,360"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2014,"815,119,628"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2015,"876,732,794"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,All States,2016 through November,"810,392,283"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2008,"1,913,809"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2009,"1,586,374"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2010,"1,245,384"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2011,"1,566,255"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2012,"59,964"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2013,"9,630"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2014,"124,886"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2015,"8,337"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Connecticut,2016 through November,"14,770"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Maine,2011,360
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Maine,2013,"24,829"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Maine,2014,"16,202"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Maine,2015,"9,288"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Maine,2016 through November,"1,066"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2008,"113,932"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2009,"50,721"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2010,"1,513,958"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2011,"12,530,466"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2012,"13,020,230"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2013,"12,373,364"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2014,"8,005,368"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2015,"8,932,177"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Massachusetts,2016 through November,"2,912,608"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2008,"3,261,417"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2009,"3,131,142"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2010,"228,360"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2011,"12,308"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2012,"24,913"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2013,"142,979"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2014,"237,420"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2015,"94,792"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,New Hampshire,2016 through November,"42,740"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2008,"1,246,602"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2009,"1,397,752"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2010,"1,823,457"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2011,"2,409,050"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2012,"2,533,364"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2013,"1,429,031"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2014,"2,232,896"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2015,"1,976,660"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Rhode Island,2016 through November,"989,306"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2008,"28,213"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2009,"18,338"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2010,668
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2011,"1,854"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2012,"37,058"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2013,"3,888"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2014,560
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2015,"12,460"
63 Textile Art Nesoi; Needlecraft Sets; Worn Text Art,Vermont,2016 through November,"62,774"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2008,"255,058,035"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2009,"253,977,788"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2010,"318,728,560"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2011,"371,337,308"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2012,"492,396,641"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2013,"548,979,296"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2014,"498,781,971"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2015,"494,156,337"
"64 Footwear, Gaiters Etc. And Parts Thereof",All States,2016 through November,"384,704,505"
"64 Footwear, Gaiters Etc. And Parts Thereof",Connecticut,2008,"13,181,012"
"64 Footwear, Gaiters Etc. And Parts Thereof",Connecticut,2009,"2,310,768"
"64 Footwear, Gaiters Etc. And Parts Thereof",Connecticut,2010,"101,173"
"64 Footwear, Gaiters Etc. And Parts Thereof",Connecticut,2011,"775,745"
